	Log2(FC)	Log10(Adj. P-value)
Pnliprp2	-1.181481	0.68619
1700025G04Rik	0.330399	0.684704
Sirt3	-0.559004	0.684454
Lpin1	-0.405983	0.684195
Zfp524	-0.433182	0.684195
Zc3h12a	0.485893	0.683543
Tmem128	0.459923	0.683543
Spryd7	0.289697	0.683543
Sat1	0.570671	0.682102
Ddx39b	-0.39523	0.682102
Rrad	1.040714	0.680452
Hdhd3	0.557126	0.680452
2610035D17Rik	-0.545386	0.680076
Efemp2	-0.865388	0.680076
Gm26590	2.18919	0.679783
Dusp16	0.241183	0.679272
Ncapd2	-0.385639	0.679272
Gm14276	-2.170594	0.679272
RP23-371A16.2	-2.170678	0.679272
Asic3	-2.170894	0.679272
Igf2os	-2.171168	0.679272
Gm16596	-2.171354	0.679272
Chst5	-2.171404	0.679272
Gm9763	-2.171415	0.679272
Slc34a2	-0.967092	0.678819
Ccdc51	-0.734696	0.677752
Egf	0.905479	0.675451
Hspa1b	0.721233	0.675451
Abcc10	-0.432813	0.675451
Narfl	-0.485821	0.675451
Serinc5	0.516882	0.674873
1810041L15Rik	-0.33019	0.674873
Elovl6	0.303103	0.674697
Tcta	-0.447127	0.673146
Tab2	0.322411	0.672743
Tmed5	0.313704	0.670735
Sox9	0.289679	0.670148
RP23-73N8.2	0.928634	0.669943
Taok1	0.298061	0.669943
Polr3b	-0.41842	0.669943
Slc13a2	-0.460478	0.669943
Gdf11	0.742104	0.669654
Socs7	0.323876	0.669654
1810024B03Rik	-0.521295	0.669654
Clec2d	-0.658428	0.66946
Cd69	1.718253	0.669351
4930558J18Rik	-2.167817	0.669351
Zdhhc19	-2.178551	0.669351
Psrc1	-1.272272	0.668701
Plac8	0.505102	0.667924
Cox8b	1.36823	0.667453
Yipf2	-0.317244	0.667453
Natd1	-0.444758	0.667453
Slc25a38	-0.516111	0.667453
6030445D17Rik	-1.505934	0.667453
Ffar4	0.77018	0.667323
Sdr42e1	0.368824	0.667323
Entpd8	-0.270696	0.667323
Rin3	-0.882343	0.667323
Pabpc4l	-1.505387	0.667323
Dusp9	-2.326336	0.667323
Ces1d	0.603105	0.667117
Gzmm	1.666976	0.666592
Ttll11	-1.847782	0.666592
Npb	-1.847925	0.666592
Rora	0.288307	0.66639
Fance	-0.355939	0.66639
Cd72	1.025958	0.665879
Il17rc	-0.388566	0.665367
Plekha4	-0.846243	0.665367
RP23-392C14.1	2.07997	0.664624
Gm20342	-0.32522	0.664512
Fgf9	0.506966	0.661288
Abce1	0.343398	0.661288
Rbfa	-0.454368	0.660621
Edn2	-0.654582	0.660621
Sncaip	-0.986114	0.660621
Gm5741	-2.161461	0.660621
Gorasp2	-0.247845	0.658204
Tmem37	0.494851	0.656984
Zfp866	-0.370878	0.653688
Ap3s2	-0.330186	0.65203
Rnf166	0.371159	0.651591
Tacc2	-0.247805	0.651591
Ccnt1	0.228251	0.651311
Stambp	-0.246052	0.651311
Zdhhc24	-0.622358	0.648448
Shq1	-0.710662	0.647914
Slit3	0.740507	0.647833
Ufsp2	0.324936	0.647833
Fam193b	-0.283083	0.647833
Gm15232	-1.691495	0.646546
Ddx20	0.551649	0.645673
Gm17971	0.619642	0.645626
Bdp1	0.272476	0.645626
Trappc5	-0.329864	0.645626
Stmn2	-0.301462	0.645535
Usp3	-0.259056	0.645491
D5Ertd579e	0.307385	0.645331
Calr-ps	-2.193636	0.645331
Fam180a	-2.283874	0.645331
Gpsm2	0.370672	0.64316
Ddx5	0.234836	0.641513
Tcrg-C4	-2.218704	0.641513
Gclm	0.279054	0.635426
Il1rl1	0.834963	0.635211
Atxn10	-0.340499	0.634612
Fntb	-0.386523	0.634612
Lpgat1	0.294219	0.634002
Gm12500	-1.701728	0.634002
Slc25a33	0.422042	0.63356
Cnnm1	-0.769677	0.633223
Klk1b16	2.386828	0.632538
Casz1	0.289365	0.632087
Nuak2	-0.470538	0.6296
Eef1a2	-0.752971	0.6296
Gm8121	1.303321	0.628713
Igf2r	0.496354	0.627682
Rrs1	0.439382	0.627682
Nme4	-0.652085	0.627682
Ky	-1.464126	0.627682
2410016O06Rik	0.338107	0.627461
Zpr1	-0.386862	0.627461
Tmem236	-0.313259	0.626815
Pik3c2a	0.302233	0.626755
Ccdc47	0.239455	0.626307
Hdac7	0.245024	0.626047
Lonrf3	1.093395	0.625733
Milr1	0.883034	0.625733
Ppm1h	0.419919	0.625733
Vcam1	0.416608	0.625733
Mthfd1l	0.383746	0.625733
Dguok	-0.389755	0.625733
Ndc1	-0.410427	0.625733
Aldh7a1	-0.426684	0.625733
Cyb5d2	-0.441176	0.625733
Rbm48	-0.490706	0.625733
Bbs10	-1.219011	0.625733
Fut4	0.651976	0.625396
Jag1	0.531939	0.625396
Slco4a1	0.528655	0.625396
Sdc1	0.258612	0.624119
Fbxo5	-0.571894	0.621523
Pld3	-0.458333	0.619409
Smad6	0.458602	0.619195
Ube2k	0.232487	0.619195
Zfp1	-0.608351	0.619195
Gm26236	0.934377	0.61913
Kif22	-0.579236	0.617954
Ppih	-0.599611	0.616923
Zfp882	-1.332465	0.615235
Homer1	0.342398	0.614454
Naa15	0.244061	0.614454
Hist1h1c	-0.311579	0.614454
Slc38a7	-0.502935	0.614454
Hmx2	-1.331829	0.614454
Ccdc142os	-1.330955	0.612699
Cdc26	0.492894	0.611973
Crls1	0.322275	0.611973
Fam122b	-0.408014	0.611973
2310015A10Rik	-0.498079	0.611794
Lamb2	-0.357186	0.611735
Rpl10a-ps1	-0.549868	0.611735
Dmpk	-0.361026	0.611116
Fas	0.497281	0.610791
Coro2a	0.271984	0.610791
1110004F10Rik	0.258206	0.610791
Stx17	-0.251866	0.610791
Iqgap3	-0.583085	0.610791
Evc	-0.700161	0.610791
D930020B18Rik	-0.971031	0.610791
Msn	0.262199	0.610791
Mx2	-1.587475	0.610791
Tmem60	0.441283	0.609705
E130311K13Rik	-0.738132	0.609705
Dusp10	0.850537	0.608993
Zfp783	-0.608169	0.608487
Fpr2	2.051773	0.607839
Prr15	-0.466829	0.606396
RP23-239I17.4	-1.509004	0.606138
Sfn	0.484597	0.606124
Shb	0.416199	0.604574
Map1lc3b	-0.221331	0.604574
Klhdc1	-0.80233	0.604441
Tmem138	-0.803779	0.600124
Zfp598	0.332304	0.599906
Acot7	-0.304983	0.599818
Il17re	-0.329133	0.599818
Kctd15	-0.412816	0.599818
Kank3	-0.664187	0.599818
Gpcpd1	0.384174	0.5987
Strada	-0.42788	0.5987
Lrrc75b	-0.918358	0.5987
5830417I10Rik	2.184801	0.596501
Tmem178	-1.518641	0.595888
Gm24596	1.934791	0.595389
Fstl1	0.357257	0.595389
Gstm1	-0.302563	0.59535
Isg20l2	0.728066	0.59235
Osbpl8	0.450293	0.59235
Ifit3	-0.551248	0.59235
Rab11fip3	-0.555846	0.59235
M1ap	-2.172528	0.59235
Prcp	0.519579	0.590329
Syap1	0.513205	0.590329
Mib2	-0.460777	0.590329
Ggnbp1	-0.493241	0.590329
Osgin1	0.532627	0.589741
Cybrd1	0.529297	0.589741
Lrrc23	1.170367	0.588864
4930520O04Rik	-0.829766	0.588693
Zfp462	0.399386	0.586688
Nuf2	-0.805849	0.58576
Tsta3	-0.245647	0.585704
Shroom3	-0.243079	0.585362
Rbm33	-0.231862	0.584
Tfap4	-0.361477	0.584
Dynlt1a	1.990594	0.583842
Ift80	-0.503569	0.583712
Gm16401	-1.23022	0.583103
Gm20204	0.226994	0.582557
Cdc42ep3	0.469986	0.581256
Nufip2	0.347746	0.581256
Samhd1	-0.268314	0.581256
Mycl	0.444291	0.580759
Ccdc138	0.917163	0.580039
Nkd2	-0.357804	0.579928
Ptx3	1.978502	0.579873
Rpl37rt	-0.576771	0.579709
Sema6c	-1.348646	0.578041
Nedd9	0.292068	0.577863
Aftph	0.286328	0.577863
2210018M11Rik	0.347269	0.576566
Txn2	-0.251239	0.576566
Rabep2	-0.371045	0.576566
Agpat4	-0.285937	0.576157
Stamos	-1.024793	0.575581
Kcp	1.801988	0.575103
Ogt	-0.314663	0.575103
Gm12726	-2.272179	0.575032
Frmd6	0.422741	0.574201
Mtfr1	0.438204	0.572838
Eif1a	0.284851	0.572749
Irf2	-0.206092	0.572749
B3gnt6	-0.312454	0.571967
Gm15596	-2.650129	0.571967
Arl4c	0.536598	0.57108
Pvr	0.361586	0.57108
Pcdhb6	1.523634	0.566367
Zfp296	1.52326	0.566367
RP23-118E21.11	-1.481319	0.565792
Aif1	0.446579	0.564833
Gm17518	-2.170023	0.564833
Tln2	-0.351809	0.564265
Gm26771	-0.880953	0.564265
Cxcl13	0.568049	0.563371
S100pbp	0.362394	0.561721
Il4ra	0.36164	0.561029
Cemip	-1.953581	0.560772
Vim	0.265797	0.559282
Ubash3b	0.465547	0.556536
Tk1	-0.466011	0.555071
Zbtb7b	0.253267	0.554811
Rab27a	0.364213	0.554573
Lsm2	-0.448454	0.554573
Pcsk9	-0.502135	0.554573
Lysmd3	0.477344	0.553852
Prkaa2	0.261281	0.553852
Trak1	-0.236493	0.553852
Abhd12	-0.358659	0.553852
Sf3a2	-0.465465	0.553852
Zranb3	-0.683738	0.553852
Man2a1	0.384945	0.553547
Gpr35	-0.371168	0.552881
Ptp4a1	0.256884	0.551768
Atp6v0e2	-0.335348	0.551768
Gm14446	-0.550903	0.551768
Rbm47	0.271106	0.551239
Lamtor4	-0.236831	0.551239
Polr2d	0.770307	0.549509
Hexa	-0.216406	0.549428
Rab40b	1.292604	0.549087
Snai1	0.744446	0.548966
Zfp362	-0.486331	0.548558
Abca12	-0.358387	0.547993
Eif4ebp2	0.520687	0.54748
Pik3r1	-0.390505	0.54748
Greb1l	-0.493095	0.54748
Vipr2	-0.457701	0.54743
Usf1	1.416755	0.547304
Avpr2	1.389527	0.547225
Smndc1	0.290001	0.545576
Accs	-0.506729	0.545576
Gm17066	0.301055	0.544541
2810013P06Rik	-0.397954	0.544541
Tom1l2	-0.260237	0.544333
RP23-327M13.2	-0.555569	0.542806
Josd2	-0.455046	0.542055
Zfp932	-0.572538	0.542003
Icosl	0.457781	0.54189
Suv420h2	-0.390655	0.54189
BC051226	-0.490535	0.54189
1700048O20Rik	-1.443664	0.54189
Mcat	-0.490751	0.541352
Xrn2	0.212298	0.541239
Ss18l1	-0.432332	0.541239
Ccdc163	-0.447625	0.541239
Dnaaf1	-1.23548	0.541239
Casd1	-0.226126	0.53974
Polr1c	-0.256359	0.53974
Tusc1	-0.423754	0.53963
Sstr2	0.858073	0.539536
Sfswap	-0.243062	0.538816
Soga3	-0.682793	0.538816
BC002163	1.504804	0.538121
Bud13	0.466223	0.538121
Tmem88	1.105112	0.536254
Cdh11	0.526007	0.536254
Bmp7	0.37588	0.536254
Mis12	0.313308	0.536254
Actr2	0.295887	0.536254
Meaf6	-0.307551	0.536254
Mtx1	-0.419394	0.536254
Mlh1	-0.436764	0.536254
Ctns	-0.441074	0.536254
Rad52	-0.768745	0.536254
Atp8b5	-0.99188	0.536254
Il1rapl1	-1.494628	0.536254
Herc3	0.538369	0.536003
Zfand2a	0.470733	0.536003
Rhou	0.374514	0.536003
Por	0.23492	0.536003
Calm3	0.215278	0.536003
Lamtor5	-0.309432	0.536003
Zcchc12	-0.570133	0.536003
Ptprn	-0.59776	0.536003
U2af2	-0.373039	0.535049
Zmym1	-0.496733	0.535049
Smyd4	-0.548297	0.535049
Plod2	0.465569	0.53311
Kmt2a	0.250016	0.53311
Tha1	-0.565775	0.53311
Ntn5	-1.01028	0.53311
Usp25	0.255781	0.532901
Gm13092	1.190206	0.532075
Eaf1	0.566833	0.529999
Dot1l	0.235702	0.529999
Wdr7	-0.336388	0.529999
Spock3	0.776325	0.52974
Casp12	0.413594	0.52974
Tsc22d4	0.358178	0.52974
Birc3	0.350927	0.52974
Ddi2	0.227406	0.52974
Pigc	-0.271232	0.52974
Gyg	-0.432376	0.52974
Ddx41	-0.442099	0.52974
D130007C19Rik	-0.483745	0.52974
Fkbp1b	-0.740287	0.52974
Gm12459	-1.107693	0.52974
0610005C13Rik	-0.303644	0.529651
Gla	0.393944	0.527938
2700089E24Rik	0.306874	0.527938
Hpcal4	-1.01133	0.527938
RP23-327M13.4	-1.589034	0.527938
RP24-228M19.3	1.88778	0.527257
Morn4	-0.857166	0.527257
Lipg	0.764642	0.526578
Jmjd6	0.260671	0.526578
Ankrd33b	1.788375	0.526219
Lin7c	0.265222	0.524526
Nup160	0.417375	0.524502
4933433G15Rik	2.158388	0.524462
Srrt	-0.301739	0.524462
Fzd4	0.740092	0.523157
RP24-153N24.3	1.940738	0.522459
Rsph10b	1.940581	0.522459
Gm12568	1.940542	0.522459
Gm5665	1.940292	0.522459
Gm10268	1.940179	0.522459
Gm28050	1.940176	0.522459
Gm7863	1.940051	0.522459
Gm15201	1.940014	0.522459
Gm12834	1.939942	0.522459
Hm629797	1.939567	0.522459
Hoxc11	1.327177	0.522459
Nod2	0.617779	0.522459
Pard6b	0.488383	0.522459
Ythdc2	0.362993	0.522459
Col1a1	0.359124	0.522459
Aspn	0.330268	0.522459
Vps13a	0.322411	0.522459
Chgb	-0.263427	0.522459
Copg1	-0.39149	0.522459
Lars2	-0.502389	0.522459
Fam71e1	-1.586888	0.522459
Trap1	-0.320815	0.522286
Magohb	0.465035	0.522263
Prkaa1	-0.248122	0.522263
Trim41	-0.236255	0.521018
Tdrd12	-1.261648	0.521018
Nub1	-0.283268	0.520568
Gm10263	1.601332	0.520419
Gm10629	1.766528	0.519897
Slc5a4b	-1.47848	0.519714
Zfp82	1.945312	0.518795
Usp32	0.280613	0.518795
Thoc7	0.238902	0.518795
Clta	-0.222227	0.518795
Cep63	-0.315623	0.518795
Rab25	-0.328864	0.518795
Zfp933	-0.336905	0.518795
2810428I15Rik	-0.348025	0.518795
Dph6	-0.375338	0.518795
Trip6	-0.391864	0.518795
Dapp1	-0.465206	0.518795
CAAA01187608.3	-1.261854	0.518795
Pcna-ps2	-1.367406	0.518795
Tacr3	-1.496822	0.518795
Vprbp	0.477983	0.518497
Cir1	-0.262831	0.517485
B930041F14Rik	-0.563756	0.517404
Ccdc77	-0.376183	0.517249
Fam102b	0.471085	0.517172
Traf4	0.369471	0.517138
Stat3	0.295751	0.51692
Dnase1l2	-0.513554	0.51692
L3mbtl4	1.978573	0.516657
Snord35a	1.46085	0.516579
Socs4	0.367995	0.516579
Baz1a	0.271185	0.516579
Ccdc127	0.267174	0.516579
Ube4b	-0.204253	0.516579
Sccpdh	-0.340218	0.516579
Flcn	-0.405859	0.516579
RP23-117E23.1	-1.92657	0.516579
Cfap46	-1.926651	0.516579
Phyhd1	-1.926687	0.516579
1810020O05Rik	-1.926806	0.516579
Gm7363	-1.926868	0.516579
Rsf1os2	-1.926904	0.516579
Catsper3	-1.926928	0.516579
2810430I11Rik	-1.927108	0.516579
B430203G13Rik	-1.927195	0.516579
Gm17224	-1.927262	0.516579
Gm20692	-1.927328	0.516579
Gm12353	-1.927334	0.516579
4930448D08Rik	-1.927338	0.516579
Pgk1-rs7	-1.927515	0.516579
Cep112os2	-1.927522	0.516579
Gm10300	-1.928009	0.516579
Gm15903	-0.736015	0.515499
Gckr	1.933784	0.515227
Kcnj14	-1.929451	0.515196
Ralgds	0.413824	0.513836
Fam20b	0.403528	0.513836
Gm2415	0.653706	0.51353
Alkbh5	0.344034	0.51353
Hid1	-0.268344	0.51353
Myc	0.888386	0.512733
Mob1b	0.309854	0.512733
Clec2h	-0.308038	0.512733
Tbc1d17	-0.492593	0.512401
Mib1	0.235202	0.510052
Slc2a4rg-ps	-0.439221	0.510052
Hrh3	-2.128485	0.510052
Lrrc32	0.55884	0.509919
Slc26a2	0.225317	0.509919
Fam159b	2.238884	0.509328
Lair1	0.53918	0.509328
Chd6	-0.230051	0.509328
Trappc4	-0.231768	0.509328
Pcnt	-0.281647	0.509328
Cadps	-0.572726	0.509328
Gm15987	1.936393	0.509308
Zbtbd6	1.773902	0.508589
3110002H16Rik	0.746666	0.508589
Nkrf	0.592195	0.508589
Mtrf1l	0.396615	0.508589
Klf16	0.373641	0.508589
Bag4	0.296261	0.508589
Wapal	0.262428	0.508589
Dnm2	-0.245485	0.508589
Cacna1h	-0.358074	0.508589
Dhps	-0.422925	0.508589
Il17d	-0.469516	0.508589
Hsd17b14	-0.84649	0.508589
Gm16701	1.813899	0.508288
Maff	0.536962	0.507701
Lhx3	-1.938993	0.507701
RP24-172B22.6	1.112496	0.507364
Rerg	0.863654	0.507364
Nos1	-0.40761	0.507364
Hist1h1d	-1.639822	0.507364
Marveld3	0.252223	0.506868
Ankrd49	-0.373642	0.505594
Parm1	-0.227059	0.505523
Neil1	-0.584036	0.505523
Hist1h2bn	-1.974771	0.505523
Abhd5	-0.269808	0.503549
Abcg2	-0.303624	0.503548
Rp9	-0.225451	0.503393
Pdzd4	-0.6054	0.503393
Afg3l1	-0.221424	0.502496
Ankrd9	0.406817	0.501651
Bcl9l	0.384378	0.501651
Commd8	-0.265837	0.501651
Des	-0.337526	0.500042
Plscr4	-0.379055	0.500042
4930405O22Rik	2.171005	0.499773
Spsb2	0.350919	0.499773
Tpm4	0.278536	0.499773
Rab33a	-1.151957	0.499773
mt-Tc	0.734471	0.499117
Tmem63b	0.539374	0.499117
Msrb1	-0.255178	0.499117
Vps33a	-0.322616	0.499117
Slc15a3	-1.296284	0.499117
Samd8	0.30888	0.497649
Sox18	1.878992	0.497451
C1qtnf9	0.931614	0.497451
Rnu11	0.685879	0.497451
Me3	-0.702857	0.497451
Numbl	0.344184	0.497012
Sdf2l1	-0.32599	0.496666
Eid1	-0.428966	0.496666
Slc30a4	0.289694	0.496198
Plek2	0.343863	0.495539
Atxn2	0.291022	0.495539
S1pr2	0.468431	0.495528
Pura	0.165801	0.495528
Chfr	-0.258169	0.495528
Slc35g1	0.57827	0.495127
Ccng1	-0.18998	0.495127
Plk1	-0.412373	0.495127
Spata7	-0.52795	0.495127
Evx1	-2.14102	0.495127
Msr1	0.515948	0.494672
Phf20l1	0.197884	0.494672
Zfp281	0.437723	0.49364
Map2k3	0.410936	0.491592
Tusc2	0.221626	0.491592
Upf3a	-0.439072	0.491592
Blk	-1.914979	0.491259
Hyal2	0.406127	0.49101
Mis18bp1	-0.405711	0.49101
Tmem216	-0.452825	0.49101
Mab21l2	-0.551596	0.49101
Sectm1a	-1.060629	0.49101
Fabp7	-1.773912	0.49101
Cysltr2	-1.912234	0.490626
Nyap2	1.897549	0.490267
Gm6563	0.495189	0.490267
Ube2g2	0.387127	0.490267
Ap2a1	-0.47673	0.490267
Cdc25c	-1.118492	0.490267
Ddx54	-0.345881	0.489767
D630039A03Rik	-0.439155	0.489767
Fbxo3	0.185372	0.488135
3110070M22Rik	0.793836	0.48811
Tor1aip2	0.214386	0.487674
RP23-123O12.2	-0.502428	0.487674
Csk	-0.302213	0.487371
Idh3g	-0.323861	0.485331
Rsbn1	0.299689	0.485184
Abt1	0.756256	0.485044
AY036118	-1.59538	0.485044
Fam135a	0.224234	0.485044
Siah2	0.449357	0.481387
Nr2c2ap	-0.416224	0.481387
Hsbp1l1	-0.517016	0.481387
Praf2	-0.523273	0.481359
A330033J07Rik	1.957052	0.481059
Deaf1	-0.438194	0.481059
Scarf1	-0.751229	0.480895
Tmtc4	-0.347441	0.480733
Gm15452	-2.062101	0.480733
Kcnd3os	1.998524	0.480094
Fibin	-0.466421	0.480094
Krt12	-1.206089	0.480094
Mir8116	1.92878	0.479032
9130020K20Rik	-0.284529	0.479032
Cnn2	0.403434	0.477932
Cdc25b	-0.293044	0.477932
PCDHGA12	-0.890054	0.477932
A230046K03Rik	0.302812	0.477078
Ckap2l	-0.512494	0.477078
Rtp4	-0.596857	0.477078
Slc39a2	-1.170678	0.477078
Toporsos	-0.391998	0.476746
Lrrc3	-0.428119	0.476032
Gm1335	1.810904	0.476028
Cdk15	1.810693	0.476028
RP24-105B23.2	1.810101	0.476028
Gm9835	1.809625	0.476028
Gm5466	1.80961	0.476028
Gdpd5	0.897388	0.476028
Zc3h8	0.550715	0.476028
Mid2	0.460712	0.476028
Gtf3c1	0.403458	0.476028
Eno1	0.322495	0.476028
Txndc9	-0.201767	0.476028
Pole3	-0.245487	0.476028
Urm1	-0.301176	0.476028
Slc37a4	-0.345471	0.476028
Zkscan6	-0.39104	0.476028
Abca2	-0.511519	0.476028
Guca1b	-1.16851	0.476028
Gm11940	-1.201633	0.476028
Irx4	-1.598128	0.476028
Rdh9	-1.896718	0.476028
Gm27195	-1.931029	0.476028
Msh3	-0.248327	0.475818
AA474408	-1.320968	0.475818
Gskip	0.32869	0.474731
Gm6158	1.946359	0.474365
3110082I17Rik	0.487186	0.474365
Amigo1	-0.472289	0.474365
Lrrc71	-2.102406	0.474365
Kif19a	2.17861	0.474171
Gm4987	-2.05172	0.473361
Mfsd2a	0.628343	0.472544
Itsn2	0.30143	0.472544
Abcb1b	1.180274	0.471604
Col9a3	-1.306922	0.471604
Gm20517	-1.338889	0.471604
Surf1	-0.225551	0.470772
Tubb6	0.436934	0.470199
Arl3	-0.324982	0.469968
Otub2	-0.891165	0.469193
Cpxm1	1.85406	0.467827
Gm8705	-2.313953	0.467827
Klhl8	0.597547	0.4678
Ptprm	0.570196	0.4678
B4galt4	0.243718	0.4678
Adrb3	-0.630081	0.4678
Gm28869	-2.18805	0.4678
Gm2810	-0.806203	0.467253
Orc6	0.528788	0.466285
Pcyox1l	-0.404225	0.466285
Nanp	0.52421	0.466177
A830009L08Rik	-1.909786	0.465522
BC023829	-0.3922	0.463528
Gna12	0.449058	0.463083
Kdm5b	0.26279	0.463083
Copb1	0.232715	0.463083
Hbs1l	-0.255248	0.463083
Mllt1	-0.347123	0.463083
C030013C21Rik	-0.436037	0.463083
Slc6a13	-1.2635	0.463083
Thra	-0.232304	0.462637
E030044B06Rik	-1.895318	0.462278
Bsg	-0.285929	0.462135
Gm3788	-1.891696	0.461855
Ipp	0.686564	0.461276
Plat	0.559748	0.461202
Snora78	1.210001	0.460315
Atp10d	0.797156	0.460315
Gm10767	0.727545	0.460315
Krcc1	0.293982	0.460315
Rad17	0.291067	0.460315
Safb	-0.290607	0.460315
Pdlim7	-0.34832	0.460315
Mospd3	-0.374722	0.460315
Psme4	0.202024	0.460191
6230400D17Rik	1.12628	0.460127
Osbp	0.364467	0.460086
Zfp846	-0.451834	0.460086
Rnf11	0.261189	0.459622
1700052N19Rik	-0.314341	0.459101
Mpp1	-0.358293	0.459101
Retsat	-0.256163	0.458532
Pde1b	-0.472733	0.458532
Gm14326	-1.886283	0.458532
Ubr5	0.190928	0.458388
Dgkb	-0.886631	0.458388
Ugt2b1	-1.78739	0.458388
Gm10735	-1.946563	0.458388
2010012O05Rik	-0.477156	0.457673
Slc26a6	-0.801396	0.457673
CAAA01083517.1	-1.170909	0.457673
Tgfbr2	0.397075	0.457001
Zcchc11	0.26915	0.457001
Clic5	-0.275065	0.457001
Mapk13	-0.308907	0.457001
Scamp5	-0.311575	0.457001
mmu-mir-191	-1.126627	0.457001
Tacr2	-1.26466	0.456717
Fut11	-0.431022	0.455198
Trim15	0.531208	0.453019
Fzd1	0.775056	0.452694
2210015D19Rik	-0.299176	0.452694
Rtn1	-0.325677	0.452694
Insig1	-0.402966	0.452694
RP24-370G18.1	-0.452042	0.452694
Rad51	-0.462116	0.452267
Snhg7	0.306918	0.452262
Mgat4c	0.229428	0.452262
Tnrc6c	-0.254154	0.452262
Gaa	-0.385564	0.452262
Cttnbp2	-0.442694	0.452262
Gm830	-0.826519	0.452262
Slc16a3	0.729382	0.451531
Pofut1	-0.249479	0.451531
5430405H02Rik	-0.444272	0.451531
3110021N24Rik	-0.845473	0.451531
Madcam1	-0.711648	0.451142
Gm5420	-1.352041	0.451142
Cdadc1	-0.342334	0.451009
Clu	-0.433639	0.451009
Cfap43	0.779888	0.450363
Ebag9	0.314131	0.450363
Cnih4	0.216956	0.450363
Uchl1	-0.298715	0.450363
Trim34a	-0.366877	0.450363
6820431F20Rik	-0.91969	0.450363
Hist1h2ap	-1.386737	0.450363
Rhbdf2	0.427686	0.44982
Bcor	0.41285	0.449738
Slain2	0.216906	0.449277
RP23-103F2.2	-1.160555	0.449277
Rnf122	0.429047	0.448937
Pdp1	0.354768	0.448937
Taf1d	0.245752	0.448937
Zbtb7a	0.194298	0.448937
Cln3	-0.291003	0.448937
6230415J03Rik	-0.391688	0.448937
Slx4ip	-0.416884	0.448937
Zgpat	-0.554293	0.448937
Espl1	-0.599907	0.448937
Fbxo40	1.963186	0.448457
Ccdc90b	0.358574	0.447919
Gm8822	0.939318	0.447532
Dip2c	-0.418449	0.447451
RP23-82P18.4	-1.190301	0.447451
Fbxl14	0.964049	0.447242
Prpf39	0.246472	0.447242
Cbwd1	0.581339	0.446414
Zdhhc21	0.210177	0.445173
Smg9	-0.429749	0.445097
Gm20518	-1.933307	0.444676
Etl4	-0.17376	0.444561
Batf2	-0.534132	0.444561
Atp6v1a	0.196069	0.444015
Specc1l	-0.197404	0.443851
Uchl5	-0.275021	0.443851
Lmtk2	0.715416	0.443722
Ppia	0.317943	0.443722
mt-Tm	0.494908	0.441806
Lats1	0.321717	0.441806
Stc2	-0.467271	0.441806
Tmem186	-0.467899	0.441806
Cd209c	-1.905234	0.441586
Sh3tc2	1.246953	0.441298
Slc9a8	-0.310463	0.441298
Gm12829	1.300267	0.440921
Usmg5	0.468686	0.440921
Cbll1	0.32963	0.440632
Mfap3	-0.252281	0.440504
Hspa13	0.290929	0.440229
Trmt61b	0.48002	0.439921
Pias3	-0.292657	0.43962
Mep1b	-0.300888	0.43962
Stambpl1	0.429947	0.439172
Ap5s1	-0.374896	0.439172
Bcas1os2	-1.945001	0.439172
Ttpal	0.378116	0.43916
Npy2r	-0.617861	0.43916
Ttc6	0.4014	0.438058
Mnda	0.821456	0.437848
Sh3bp4	0.350424	0.43775
Ndc80	-0.579831	0.43775
Tmed1	-0.506822	0.437639
Tcf23	-0.729459	0.437639
6720427I07Rik	-0.245053	0.437535
Ldoc1l	-0.663619	0.436971
Ranbp9	0.392225	0.436788
Lyn	0.250993	0.436332
Rarb	-1.090097	0.436332
Gm14023	-1.278171	0.436084
Dvl1	0.288693	0.434965
Mms19	-0.296636	0.434505
RP23-156A3.2	1.230552	0.434271
RP23-85E24.2	0.988487	0.434271
Tmem43	0.497996	0.434271
Rps19bp1	0.299056	0.434271
Fbxo11	0.262911	0.434271
Hs3st4	-1.016286	0.434271
Scaf11	0.202075	0.433824
Gm16418	-0.706923	0.433824
Retnlb	-0.829603	0.433824
Ttc25	-1.47707	0.433824
Anapc15	-0.527059	0.432434
Enpp1	-0.213981	0.432297
Rasl11b	-0.383848	0.431947
Isl2	-1.034711	0.431947
Ern2	-0.302733	0.431088
Rps6-ps2	2.2021	0.430469
Gm26070	1.221291	0.430469
Acap3	0.942842	0.430469
Ktn1	-0.178811	0.430469
Calb2	-0.349448	0.430469
RP24-429G21.5	-1.344105	0.430469
Gm8624	-1.983511	0.430469
Adam9	0.718699	0.430286
Wipi1	-0.207917	0.430277
Cep57l1	-0.556064	0.430277
2010007H06Rik	-0.580922	0.430277
Gramd1c	-0.523104	0.430138
Sdr39u1	-0.279602	0.429896
Sepsecs	0.33399	0.429726
4632428C04Rik	-1.161069	0.429069
P2rx5	1.206193	0.428952
Nr3c2	0.292026	0.428952
Agpat2	0.26683	0.428952
Srsf10	0.266477	0.428952
Mllt10	0.265352	0.428952
Ppp1r3d	-0.685791	0.428952
RP24-191N24.2	-0.695843	0.428952
Gipc1	-0.414632	0.428317
Dnajc22	0.558742	0.428278
Elk1	0.416628	0.428278
Smg5	-0.286805	0.428278
3010003L21Rik	-0.715546	0.428278
D630023F18Rik	-1.936689	0.428278
BC002059	-0.307634	0.427795
Tsku	0.453878	0.427544
