	Log2(FC)	Log10(Adj. P-value)
Ing1	0.249921	0.569382
Samd9l	-0.286233	0.569382
Ocel1	-0.505678	0.569382
2210404O09Rik	-0.536886	0.569382
RP24-541A5.1	-0.627001	0.569382
Vcpkmt	-0.682021	0.569382
Comp	-2.152874	0.569382
Klk1b11	-2.153061	0.569382
Zfp59	-2.153309	0.569382
Gm15372	-2.153994	0.569382
Hamp2	-2.15816	0.569382
Gm7967	-2.367191	0.569382
Siglech	-1.235276	0.568675
Gm8378	1.112165	0.565215
D130017N08Rik	-0.911209	0.565085
Mpv17l2	0.306353	0.564661
Gpatch4	-0.358812	0.564661
Fxyd3	0.285222	0.563604
Eri2	-0.537029	0.562627
Slc25a44	0.243422	0.562619
Tgif1	0.574011	0.560799
1010001N08Rik	-0.625945	0.560799
Clasp2	0.321006	0.557904
Phykpl	0.344066	0.556541
Nup62	0.258042	0.556541
Ift20	0.236403	0.556437
Atad2b	-0.344233	0.556437
Hmgxb4	-0.470253	0.556437
RP23-345J21.1	-1.629507	0.556437
Pds5a	-0.310679	0.556308
Dmap1	-0.525528	0.556308
Tceal8	0.386612	0.556236
Acer1	-0.321044	0.556236
Cep350	-0.236713	0.55534
Atp6ap2	0.242412	0.553009
Tmem35	0.438567	0.552629
Tmem128	-0.517702	0.552629
Nmnat1	-0.5664	0.552629
Phf3	-0.206221	0.552254
C2	-0.697482	0.548998
AI838599	-1.153429	0.548998
Armc5	-0.533552	0.548981
Cbx4	0.342882	0.548402
2610044O15Rik8	-0.643437	0.548294
BC106179	-2.096573	0.548294
Hist1h3a	1.930737	0.54728
Pdcd6ip	-0.237037	0.54728
B530045E10Rik	-2.178992	0.54728
1110008F13Rik	0.262521	0.547271
Cdk19	-0.297607	0.547271
Mlst8	-0.419566	0.547271
Rbmx2	-0.76428	0.547271
Slc12a4	0.581637	0.546567
Ostc	0.313297	0.546567
Rnpc3	-0.40192	0.546567
Nme6	-0.539035	0.54591
E130308A19Rik	0.30482	0.542442
Hist1h4b	0.965974	0.542397
2010320M18Rik	-0.459612	0.542397
Clspn	-0.551145	0.541872
RP23-137B16.3	-0.734845	0.541494
Sdhaf2	-0.291732	0.538374
Isoc1	0.277036	0.537407
Cstf1	-0.401061	0.537193
Abcc3	-0.309929	0.536863
Dlc1	0.311637	0.536669
Srsf6	-0.220354	0.536669
Hnrnpa0	0.237897	0.536295
Wdr81	-0.428725	0.533927
Tmem11	0.249807	0.533368
Hsdl2	0.309699	0.531717
Synpr	1.33855	0.531578
Glb1l2	-1.058672	0.531578
Gm10762	-1.596999	0.531578
Gm15947	1.267009	0.531257
Mex3d	0.58483	0.531257
Hoxa5	0.494487	0.531257
Stambpl1	0.404849	0.531257
Gm4944	-0.434634	0.52989
Smpx	0.725856	0.529743
9530077C05Rik	1.165775	0.52898
Il7	-0.785896	0.52898
Gm15964	-2.207647	0.52898
Mypn	2.072716	0.52879
Rilpl2	0.491036	0.52879
Fam134a	-0.317462	0.52879
Kcnq4	0.704124	0.526939
1700003M02Rik	2.038417	0.525491
Ece1	0.439382	0.525491
Gch1	0.567588	0.524808
Cldn15	0.292726	0.524808
Pdxk	0.30782	0.524222
Tdo2	1.892489	0.524086
Tgfbi	0.268721	0.524086
Mgp	0.49122	0.523939
RP23-334M9.3	-0.640154	0.523648
Pilra	0.95609	0.521495
Dos	0.609844	0.521495
Pim1	0.345047	0.521495
Nt5c3	0.277523	0.521495
Lpcat3	0.224982	0.521495
Angptl1	-0.72115	0.521495
Man2c1os	-1.116988	0.521047
Rpl9	0.296862	0.519997
C030013C21Rik	-0.456278	0.518654
Rab2b	-0.516605	0.516045
2010016I18Rik	-0.771829	0.515913
Mro	-1.352415	0.515913
Gm23442	-1.509643	0.515913
Gm21807	-0.972979	0.515293
Ehd4	0.238972	0.514866
Car7	0.857027	0.513513
Flna	0.212614	0.513471
Midn	0.438382	0.51333
Riiad1	0.57815	0.511238
Ung	0.434411	0.511238
Lamb1	0.292456	0.511238
Mapk14	0.237738	0.511238
Elmod2	-0.340488	0.511238
Tmem158	-0.352904	0.511238
RP23-125I14.1	-0.42213	0.511238
Upk1a	-0.431558	0.511238
Slc26a3	-0.479574	0.511238
Tha1	-0.598948	0.511238
2700099C18Rik	-0.798166	0.511238
Gm17249	-0.925845	0.511238
Gm25635	-1.704318	0.511238
Cyp2c44	-1.766636	0.511238
Gm26287	-2.270717	0.511238
Gm12758	2.015961	0.510927
Gm15793	2.015953	0.510927
Gm20111	2.015936	0.510927
Ush1g	2.015826	0.510927
RP23-393C3.4	2.015629	0.510927
Asic3	2.015198	0.510927
Abtb2	0.815944	0.510927
Gria3	0.512499	0.510927
Fam53a	0.425467	0.510927
Eva1b	0.406585	0.510927
Sigmar1	0.353607	0.510927
2210016F16Rik	0.298193	0.510927
Rab1b	0.26482	0.510927
Odf2	0.25775	0.510927
Fuom	-0.28105	0.510927
Exoc3	-0.287651	0.510927
Ctso	-0.496148	0.510927
Zfp870	-0.566514	0.510927
mt-Tf	-1.103155	0.510927
Nap1l3	-1.161367	0.510927
Jakmip1	0.299705	0.510654
Arih1	0.250647	0.510654
Sbk3	2.015596	0.510344
Tcf15	0.922787	0.510344
Krba1	-0.575481	0.509148
Ggps1	-0.242177	0.508373
Pitrm1	-0.279604	0.508373
Omp	-0.58672	0.508373
Ly6d	0.758479	0.508322
Gid4	0.400303	0.508322
Cpsf3l	0.35629	0.508322
Uck2	0.26144	0.508322
Dnajc13	-0.264657	0.508322
2310057M21Rik	-0.472429	0.508322
Cnpy4	-0.509467	0.508322
Lrrn1	-1.862159	0.508322
Gm11423	-0.645486	0.507986
Slc29a2	-0.741931	0.507308
Hspb6	0.337886	0.507135
Fem1a	0.253311	0.506312
9130208D14Rik	-0.301304	0.506222
Snhg4	0.332937	0.506183
Gmfb	-0.24197	0.506183
Plek	0.54116	0.505811
Katnal1	-0.345986	0.505811
Pdzrn4	-0.559939	0.505811
RP24-308M3.2	-0.862132	0.505811
Mkln1	0.206853	0.505392
Tusc5	-0.791899	0.505392
Gm22265	2.015233	0.504643
Ttc12	0.680172	0.504643
Glrx	0.304583	0.504643
Slc7a11	0.928652	0.503478
Prrt1	0.63372	0.503478
Tmem246	-0.23275	0.503478
Atg14	-0.336963	0.503478
Zfp951	-0.680451	0.503478
Cilp2	-1.434395	0.503478
Polr2m	-0.194726	0.502904
Samd4	0.295338	0.502808
Cul5	-0.247313	0.502808
Gm11437	-0.854728	0.501966
Bag2	0.607808	0.501737
B430219N15Rik	-1.306374	0.501737
RP24-188H2.3	0.795603	0.500878
Fance	0.335725	0.500878
Srpk3	0.818703	0.499718
Utp18	0.35004	0.499464
Stx1a	0.72195	0.499195
Celsr1	0.424579	0.499195
Chdc2	2.01891	0.49911
Tsku	-0.474528	0.49911
RP23-390C13.3	2.027986	0.496798
Mlxip	0.360716	0.496798
Gm13493	-2.207163	0.496798
Hykk	0.537106	0.495293
Myo3a	-0.671708	0.494969
Actn4	0.344986	0.493856
Itga11	0.664567	0.49352
Gabrb2	2.037264	0.492397
Cept1	0.620413	0.492397
Cwc27	-0.421551	0.492137
Tacc1	0.245215	0.490932
Haus4	-0.374471	0.490897
4930506C21Rik	2.020576	0.490264
Clk3	0.248874	0.490264
BC005561	-0.271319	0.490264
Aldh3a2	-0.321329	0.490264
Ccdc68	-0.356956	0.490264
Brf2	-0.666008	0.490264
Tprkb	-0.447712	0.488916
Btbd19	-0.644948	0.487444
Tbc1d8	0.333279	0.486231
0610009O20Rik	-0.341144	0.486231
Gm15541	0.90102	0.485591
Smco3	2.01834	0.484512
Zfp820	-0.41317	0.484512
Gm11605	-1.292251	0.484512
RP23-1D15.3	-1.519495	0.484512
Serpinb6c	-2.187038	0.484202
Kif20b	-0.409081	0.483975
Prox2	1.23431	0.483483
Rbp4	0.433003	0.481975
Aoah	1.067302	0.481631
Ccnd3	0.303976	0.481631
Olfml1	-0.718786	0.481631
Lypla2	0.333074	0.481564
Fmr1nb	2.431763	0.481357
Ap2a1	0.481314	0.480727
WI1-1981I9.2	1.90413	0.479617
Gm10478	-0.345898	0.479617
Stil	0.554776	0.479576
Arhgef15	-0.597253	0.479576
Trim56	-0.254905	0.479254
Gm15575	2.067992	0.479099
Ints5	0.357984	0.477492
Eif2b4	-0.34667	0.477492
Hemk1	-0.458863	0.477492
Akr1b7	-0.55948	0.477492
Sncg	0.460928	0.47716
Pogk	-0.351981	0.47716
Plekhh3	0.452972	0.475277
Nxt1	0.416176	0.475277
Fech	-0.313578	0.475277
Tmtc4	-0.37152	0.475277
Espn	-0.457089	0.475277
Mterf2	-0.712485	0.475277
Gm3604	-0.883989	0.475277
Zmynd10	1.905599	0.475049
Glipr1	0.405253	0.475049
Crtap	-1.109062	0.475049
Gmnn	0.391706	0.474828
Pip5k1a	0.285886	0.474828
Tnni1	-0.494919	0.474828
Obsl1	-0.714572	0.474828
Ppp1r12c	0.273767	0.47417
Ifih1	-0.234706	0.473861
Gm29125	2.031048	0.47371
Trp53i11	0.23172	0.473354
Pelo	0.318246	0.472512
Uhrf2	0.275873	0.472512
Col4a3bp	-0.394161	0.472512
Itgb1bp2	-1.989212	0.472512
Rab31	0.478865	0.472298
Cfap97	-0.30508	0.472298
Vegfa	0.367067	0.469335
Nap1l5	0.666798	0.468623
Rbm25	-0.180582	0.468623
Hmox1	-0.724874	0.468623
Trim21	-0.668171	0.468399
Tie1	0.517755	0.468177
1810014B01Rik	-1.753157	0.468177
Zfp318	-0.254353	0.467668
Fam172a	-0.358971	0.467381
E130215H24Rik	-2.220204	0.467085
Ccdc174	-0.245584	0.467043
Snora73b	-0.555625	0.467043
Sh3bgrl2	0.206973	0.467038
Gm14740	-1.889339	0.465953
Mapk3	0.354	0.464858
Galnt4	0.224052	0.46469
Zbtb41	-0.331675	0.464501
Sned1	-0.342885	0.464501
Tigd4	-2.192616	0.464501
Naip1	-0.307019	0.464094
Trim32	0.407574	0.463325
Fbxl12os	-1.356191	0.463325
Gm19557	-1.905938	0.46176
Hsbp1	0.22108	0.460377
Cpb2	-1.172588	0.460326
Slc1a4	0.329348	0.460282
Snhg12	0.441101	0.45965
Dot1l	0.24489	0.45965
Lhfpl2	-0.335028	0.45965
Arhgap27os2	-0.424804	0.45965
Rpap1	-0.441888	0.45965
Defa17	1.313629	0.459557
Bcl2l11	0.36424	0.459534
Npat	0.287153	0.459534
Ptprk	0.198313	0.459534
Pmm2	-0.297118	0.459534
Gm23924	2.269117	0.459306
Pptc7	0.266414	0.458712
Rbm5	-0.260975	0.458535
Tgds	-0.674192	0.458535
9630013D21Rik	-1.08544	0.458012
Pcdhga5	-1.189741	0.458012
Il4ra	0.361572	0.456718
Pcid2	0.622108	0.456279
Pcgf1	-0.958361	0.456279
Defa24	1.416856	0.455781
Scand1	-0.326557	0.455781
Clec2d	-0.487339	0.455781
Slc22a3	-0.761787	0.455781
Slc13a3	-1.402101	0.455781
Thap11	0.403484	0.453943
Acsf3	-0.54199	0.453943
Pla2g4e	1.730478	0.453811
Sarm1	-1.737128	0.45326
4930432K21Rik	1.929482	0.453098
Zfp712	1.170165	0.452863
Spin4	1.169894	0.452863
Swt1	0.270321	0.452863
Nedd4l	0.204719	0.452029
Zfp507	-0.4907	0.452029
RP24-282D16.11	-0.953986	0.452029
Gpr34	-0.955882	0.452029
Dnah10	1.990963	0.450924
Retnlb	0.888843	0.450924
Gm15706	0.326581	0.450924
Churc1	-0.503052	0.450924
Ptp4a3	0.402884	0.450482
Msh6	0.38159	0.450482
Acss2	0.259069	0.450482
Rab3gap1	-0.220197	0.450482
Scfd1	-0.308899	0.450482
4921531C22Rik	-0.391016	0.450482
Gm6159	-0.826871	0.450482
Gm13415	-1.479026	0.450482
Pomgnt2	0.390358	0.449722
C130026L21Rik	2.036885	0.449514
Afap1l1	0.475289	0.449514
A330074K22Rik	-1.900339	0.449514
Thbs4	0.909939	0.44873
Zfp612	0.552479	0.44873
Hspa4l	0.238134	0.44873
Lman1	0.214448	0.44873
Rad23b	0.190875	0.44873
B4galnt2	-0.298336	0.44873
Atp5sl	-0.371747	0.44873
Rbm41	-0.829455	0.44873
Rnf219	-0.377624	0.448238
Trpc7	2.323022	0.447611
Efhc2	2.003362	0.447611
Ccr3	1.401082	0.447611
Trabd	0.391748	0.447611
Camta1	0.336885	0.447611
Arih2	0.302035	0.447611
Gxylt1	0.229518	0.447611
Micu2	-0.191304	0.447611
Ddx21	-0.243054	0.447611
Ddx52	-0.289511	0.447611
Ppcdc	-0.361951	0.447611
Ak4	-0.40495	0.447611
Uba6	-0.415608	0.447611
Thap7	-0.417769	0.447611
Fancf	-0.74806	0.447611
Zfp868	-0.764318	0.447611
RP23-363M8.2	-0.859302	0.447611
Pstpip2	-1.052691	0.447611
Macc1	-1.149641	0.447611
Gm25206	-1.512832	0.447611
Gabra1	-2.315937	0.447611
Mycbp	0.262599	0.447445
Ndufs5	-0.573217	0.447445
Gm2810	-1.226432	0.447429
Kat7	-0.303493	0.446466
Six2	2.334933	0.446371
Dexi	0.252514	0.446371
Gm25939	0.910959	0.445356
Gm22620	-1.479789	0.445356
Tbc1d23	-0.261082	0.444758
Wdr4	-0.415861	0.443136
Pex11b	0.295036	0.442812
Gabra2	2.050767	0.442278
AI606181	0.509204	0.442278
Inha	-1.61506	0.442278
Ncapg2	-0.48977	0.442267
Cyb561d1	-0.415587	0.442015
Prmt10	0.358482	0.441676
Gm13241	-1.952665	0.441676
Cd1d1	0.815561	0.441414
Fam193a	-0.206057	0.441199
Ercc6l2	-0.322863	0.441199
Cfb	-0.747244	0.441199
Clic6	0.532798	0.43963
Mrpl37	-0.321796	0.43963
Pcgf6	0.585809	0.438993
Fam117a	0.483462	0.438993
Samd1	0.388968	0.438993
Srsf2	-0.235073	0.438993
Slc7a2	-0.724608	0.438458
Atp6v0e	0.262238	0.438243
Fmr1	-0.240565	0.438243
Ppt1	-0.29771	0.438243
Pde3a	0.269511	0.437651
RP23-347F2.2	-1.991673	0.437651
1700011L22Rik	-2.616612	0.437154
RP23-412L18.3	0.665272	0.437005
Mrpl17	0.273405	0.436797
Nrip1	0.19645	0.43615
2610020C07Rik	-0.972124	0.435287
Cacna1g	1.127184	0.434576
Irf2bp2	0.341117	0.434576
Rfx5	0.31932	0.434576
Tle3	0.278066	0.434576
Gtf2a2	0.275644	0.434576
Gtf2ird1	0.254235	0.434576
Cct8	0.217639	0.434576
Ikzf2	-0.267709	0.434576
Tapbpl	-0.315435	0.434576
Pla2g4a	-0.338358	0.434576
Blvra	-0.351348	0.434576
Sco2	-0.363724	0.434576
Zfp358	-0.367088	0.434576
Pts	-0.429198	0.434576
Poc5	-0.455394	0.434576
2410089E03Rik	-0.472493	0.434576
Ppp1r26	-0.672978	0.434576
Mcm8	-0.85268	0.434576
Snord35a	-1.006463	0.434576
RP23-304O9.1	-1.270876	0.434576
1700019G17Rik	-1.485608	0.434576
Cyp2a5	-1.909242	0.434576
Gm2449	-1.909438	0.434576
Gm25008	-1.90954	0.434576
Gm14928	-1.909552	0.434576
Gm11226	-1.909626	0.434576
4932435O22Rik	-1.910232	0.434576
RP23-204N23.1	-1.910357	0.434576
Gm13373	-1.910373	0.434576
Gm24539	-1.910424	0.434576
Gm7162	-1.910495	0.434576
A930012L18Rik	-1.910514	0.434576
RP24-271M20.2	-1.911419	0.434576
RP24-282D16.8	-1.911585	0.434576
Gm16302	-1.911608	0.434576
RP23-324F10.1	-1.911675	0.434576
Nr3c2	-0.294237	0.4338
Tmed5	0.269228	0.432679
Erich1	-0.368923	0.432679
Cnpy1	-1.913799	0.432679
Smlr1	-1.918451	0.432679
Hist1h2bj	1.236754	0.432603
Ntrk3	0.677654	0.432603
Alg13	0.576243	0.432603
Tsen54	0.451257	0.432603
Acss1	0.250185	0.432603
Mcph1	-0.353935	0.432603
Prdm16	-0.359654	0.432603
Rab10os	-0.360239	0.432603
Naaa	-0.5474	0.432603
Fbxw13	-1.907763	0.432603
Fbxo16	-1.929989	0.432603
Fignl2	0.371887	0.432486
Tiam1	0.34651	0.432486
Ier3	0.311196	0.432486
Nipal3	-0.202626	0.432486
Bcl7b	-0.348631	0.432486
Epm2a	-1.004153	0.432486
Col9a1	-1.961568	0.432486
Tpcn1	0.233157	0.430157
Hif1an	-0.259185	0.430157
Cdv3	-0.31192	0.430157
Col23a1	0.281308	0.429803
Rbbp9	-0.499064	0.429803
Txndc5	0.364599	0.429366
Prdx1	0.359233	0.429366
Zfp457	-1.909909	0.429366
Naip3	-0.588923	0.429094
Alg1	0.419448	0.42731
Heg1	0.243202	0.42731
Tmbim4	0.215699	0.424863
Zfp120	-0.329459	0.424863
Rbm12	-0.354996	0.424863
Clec14a	-0.516541	0.424863
Ciart	-0.642479	0.424863
Gm6484	-1.323578	0.424863
Cd163l1	-1.648942	0.424863
Tlr3	-0.298339	0.42472
Prkar1a	0.246895	0.424704
Supt16	-0.281157	0.424674
Polr3b	-0.369745	0.424325
Ndp	-1.647077	0.424325
Gm15612	-1.942237	0.424325
Arg1	1.1379	0.42361
Tor4a	0.453288	0.423354
Gm14023	1.662734	0.423119
Plekhg1	0.35628	0.423119
Slc39a11	0.22113	0.423099
Gnb2l1	0.167012	0.423099
Mark3	-0.242381	0.423099
Zranb2	-0.217639	0.422524
Ndufaf1	-0.498393	0.422388
Plagl2	0.330683	0.421566
Golga1	-0.250647	0.421566
Hpgd	-0.270709	0.421566
Oscp1	-0.765652	0.421566
Ino80dos	-1.104572	0.421566
RP23-26I10.6	-1.448639	0.421258
Oaz1-ps	-1.901729	0.421258
Mgat4a	0.240316	0.421212
Hist1h4d	0.864239	0.421207
Pramef12	1.957209	0.419529
Arl4d	0.95726	0.419529
Gm24009	0.834226	0.419529
Ppp1r13l	0.620591	0.419529
Rarg	0.325866	0.419529
Sdcbp	0.30596	0.419529
Pex16	-0.3186	0.419529
5730455P16Rik	-0.370276	0.419529
Pex1	-0.380757	0.419529
Slc30a10	-0.520901	0.419529
Ackr2	-1.266907	0.419529
Rps6kl1	-1.783378	0.419529
Trim63	-1.893564	0.419529
Crip3	-1.929053	0.419529
Cd177	0.670457	0.419111
Pigv	-0.352539	0.419111
Abtb1	-0.368399	0.419111
Cep44	-0.466067	0.419111
Ppp3cc	-0.807527	0.419111
Sipa1l2	0.329693	0.418745
Lzts3	-0.76526	0.418745
Gm22767	-1.444472	0.418745
4930578M01Rik	-1.971894	0.418701
Htr1b	1.429314	0.417715
RP23-299N6.2	2.190328	0.416859
Tor1aip2	0.214747	0.416859
Gm15337	-2.021999	0.415404
Tmco1	-0.195074	0.415323
Sez6	0.733903	0.413283
Mtap7d3	-0.787817	0.413283
Gm26624	-1.400503	0.413283
Ankra2	-0.275594	0.412783
RP24-216P6.1	2.088623	0.410634
Ngfrap1	0.331927	0.410634
Smarce1	-0.273625	0.410634
Pmf1	-0.375623	0.410634
Ar	-0.481836	0.410634
Zfp420	-0.640277	0.410634
9430065F17Rik	-1.397646	0.410634
4930525G20Rik	-1.397797	0.410634
Disc1	-2.24305	0.410634
Gm8989	-0.651289	0.410326
Trim12c	-0.385182	0.410277
Pgk1-rs7	-1.498464	0.410277
Mmp28	-1.498516	0.410277
Zdhhc9	0.229961	0.410021
Myo7b	-0.295193	0.409508
RP23-478K4.3	0.749292	0.409094
Cgn	0.371283	0.409094
D5Ertd579e	-0.260752	0.409094
Seh1l	-0.371758	0.408114
Ptrh1	-0.5621	0.408114
4632411P08Rik	0.811245	0.407748
Cnot8	-0.401678	0.407579
Cyp2f2	1.160251	0.407539
Lrfn3	0.800586	0.407539
Per1	0.441486	0.407539
Inpp5b	0.37149	0.407539
Piwil4	0.3446	0.407539
Tle1	0.28607	0.407539
Smco4	0.265637	0.407539
Golph3l	-0.191187	0.407539
Thrap3	-0.245494	0.407539
RP24-271M20.3	-0.413152	0.407539
RP24-566B6.2	-0.602399	0.407539
Asb16	-1.255007	0.407539
Adora3	-1.910307	0.407539
Emp2	0.224978	0.407067
Polr1b	-0.494154	0.407067
Cd200r1	1.046138	0.406747
Fam120a	0.380057	0.406747
Zfp935	-1.319585	0.406451
Fancl	-0.416307	0.406253
Adamtsl4	0.434642	0.405841
Cnbd2	-0.831706	0.405782
Samhd1	0.235846	0.405769
3830406C13Rik	-0.277238	0.405769
Foxa1	-0.34228	0.405769
RP24-65D16.4	-0.742828	0.405769
Gm26641	1.587787	0.404624
Azin2	0.978143	0.404422
Rap1gds1	0.344142	0.403648
Hist1h2bl	1.944801	0.403281
Carhsp1	0.218603	0.403281
Arl11	-1.496075	0.403281
Hck	0.364122	0.403147
Fam84b	-0.235574	0.403063
Stc1	0.651883	0.402518
Prkd2	0.399414	0.402518
Luc7l3	-0.213702	0.402518
Slc25a16	-0.457554	0.402518
Neurod1	-0.515279	0.402518
Gm12250	-1.629486	0.402518
AA986860	0.329752	0.402517
Gm4419	0.584841	0.401446
Boc	-0.329723	0.401047
Trim34a	-0.440769	0.399165
Ttc37	-0.504108	0.399165
P2ry10	1.304366	0.39883
Bpgm	0.291634	0.39883
Hps5	0.26	0.39883
Ccdc177	-0.859733	0.39883
Psmc3ip	-1.353033	0.39883
Gsdmcl2	-1.939529	0.39883
Gm11521	-1.942818	0.39883
8430408G22Rik	0.541769	0.398446
Gabrq	1.731871	0.398274
Zfp90	-0.508647	0.398274
RP24-89F9.4	-1.254251	0.398274
Il23r	-1.700138	0.398274
Pde10a	0.818649	0.397881
Ahrr	-0.839948	0.397881
Qtrt1	0.406122	0.397255
Gm4076	-0.631241	0.397107
Camkk1	0.872015	0.396735
Abcg4	0.876324	0.396194
Col13a1	0.644751	0.396194
Hsf1	0.589837	0.396194
2210011C24Rik	0.477912	0.396194
Il17rd	0.440623	0.396194
Rnh1	0.217277	0.396194
Abcf1	-0.262523	0.396194
Mtx1	-0.359202	0.396194
Atoh1	-0.426157	0.396194
Slfn4	-0.564235	0.396194
RP23-114N1.5	-1.15737	0.396194
Vpreb1	-1.578108	0.396194
RP23-116P18.4	-1.680356	0.396194
Gm12749	-1.860216	0.396194
Tnfsf9	-1.962477	0.396194
Dhrs13os	-2.054671	0.396194
Snora34	-2.392546	0.396194
Zfp68	0.40359	0.395976
Aldoc	0.394417	0.395976
Ttc33	0.323608	0.395976
Trappc1	0.297972	0.395976
Spred1	0.256654	0.395976
Ndufa6	0.162431	0.395976
Hlf	-0.303661	0.395976
Spats2	-0.34653	0.395976
Rbm4	-0.382969	0.395976
Sec16b	-0.509678	0.395976
Upk3b	-0.619151	0.395976
1700030K09Rik	-0.646019	0.395976
Zfp54	-0.702416	0.395976
Gm10094	-0.771826	0.395976
Dpysl4	-1.122919	0.395976
Oas1d	-1.401383	0.395976
6330409D20Rik	-1.908301	0.395976
Irgc1	-1.962389	0.395976
Gltscr1l	-0.293556	0.395678
Pde7b	-0.703911	0.395678
4-Sep	0.430093	0.395573
Med13	-0.203774	0.395573
Rassf7	-0.332721	0.39553
Cdk12	-0.206525	0.395255
Isg15	-0.617511	0.395255
4933406C10Rik	0.571893	0.395145
Lrrc8a	0.270597	0.395145
Zfp954	-0.387651	0.395145
Bud13	-0.475576	0.395145
Apopt1	-0.333737	0.394858
Hoxb13	3.26188	0.394795
Fbxo9	0.283915	0.394795
Tmem139	0.268079	0.394795
Ebna1bp2	-0.376269	0.394795
Zfp874b	-0.414591	0.394795
Rita1	0.467081	0.393807
Plekhn1	0.579121	0.393671
Uggt1	0.23247	0.393671
Fer1l4	2.041039	0.393648
Aatf	-0.464974	0.393648
Lct	1.987256	0.3932
Ism1	0.583866	0.3932
Ufsp1	0.360687	0.3932
BC004004	-0.20555	0.3932
Gimap7	-1.041993	0.393142
Gss	-0.239891	0.392761
Kbtbd3	-0.514176	0.392493
Chmp2b	0.228256	0.392422
Lincpint	-0.376357	0.392422
Aldh7a1	-0.348343	0.392341
Kcnd1	0.768908	0.392249
Ppig	-0.201164	0.392249
Cast	-0.253611	0.392249
Ccdc71	-0.320474	0.392249
Acvr2b	-0.542506	0.392249
Ilf3	-0.303945	0.392161
Nudt11	-0.89807	0.392161
Orai3	0.332884	0.391749
Elavl4	0.319154	0.391749
Lamtor4	-0.197324	0.391749
Vipas39	-0.427855	0.391749
Card6	-0.439582	0.391749
Plin5	1.411418	0.391481
Bik	0.539061	0.391481
Ube2c	-0.443265	0.391481
Rps12l2	1.321729	0.391452
Gm25076	2.303699	0.390766
Tinagl1	0.446824	0.390766
Tmem177	-0.416095	0.390766
9830147E19Rik	-0.488941	0.390766
Rps3	0.242899	0.390662
AV039307	2.077409	0.389933
Kng2	1.697622	0.389933
Defa21	1.433601	0.389933
RP24-303N8.3	1.370408	0.389933
Lyz1	0.849601	0.389933
Nmb	0.603354	0.389933
Fcho1	0.498382	0.389933
Zfp598	0.316563	0.389933
Anp32e	0.307461	0.389933
Mtmr12	0.256085	0.389933
Mprip	0.165958	0.389933
Exosc10	-0.323631	0.389933
Hmgb1	-0.326156	0.389933
Ccnb2	-0.468379	0.389933
Zfp808	-1.30887	0.389933
Gm5117	-1.11444	0.389923
Cntrl	-0.240261	0.389758
Paox	0.35365	0.389295
BC005537	-0.189785	0.389295
Gm11077	-2.040715	0.389295
Ghrl	0.929567	0.389225
RP23-53H1.3	-1.157636	0.389225
Gm26740	-1.305311	0.389225
Tnfaip2	0.425621	0.389014
Armcx2	0.339795	0.389014
Pdia6	0.284346	0.389014
Rps26	0.176035	0.389014
Poll	-0.593335	0.389014
Sucnr1	-1.851252	0.389014
Sdc4	0.252626	0.388829
Gm9840	-1.32851	0.388829
Gm15540	-1.826193	0.388829
Slc1a1	0.453617	0.388639
Zfp709	-0.843417	0.388116
RP23-184I13.8	1.993181	0.387053
Gm22973	1.074721	0.387053
Ppp1r15a	0.781481	0.387053
Gm17619	0.671792	0.387053
BC016579	0.501812	0.387053
Ttbk2	0.462066	0.387053
Fbxo46	0.368503	0.387053
Nsd1	-0.200341	0.387053
Prr13	-0.214295	0.387053
Ppfibp2	-0.289012	0.387053
Pdhx	-0.304941	0.387053
Sharpin	-0.309299	0.387053
Gprin3	-0.46318	0.387053
Gatb	-0.539832	0.387053
Ska1	-0.587989	0.387053
Pif1	-0.715579	0.387053
Igf2bp1	-0.870178	0.387053
Colq	-1.448027	0.387053
Rragb	-1.625827	0.387053
Fgf15	-1.793885	0.387053
RP24-97D20.2	-1.932043	0.387053
1700055D18Rik	1.045014	0.385315
Ovca2	0.285866	0.384783
Trim46	0.651014	0.38449
Zfp707	0.334542	0.38449
Slc5a6	-0.428565	0.38449
Rbp2	-0.795663	0.38449
Dcst1	-1.500058	0.384476
Ext2	0.317155	0.383803
Gm6563	-0.423452	0.383803
Fam204a	-0.444691	0.383655
Tpm4	0.261035	0.383604
Scgb2b10	-0.74115	0.383604
Ltb	-1.275877	0.383604
Slc12a7	0.351344	0.383493
Dstyk	-0.304183	0.383493
Ppm1k	0.349972	0.382996
Fads1	0.303982	0.382996
Ccdc94	-0.546591	0.382996
Gpr68	-0.955323	0.382996
Gm6225	1.968665	0.382666
RP23-316A19.7	1.720223	0.382666
Gm7618	1.720025	0.382666
Gm24045	1.719684	0.382666
RP24-559D1.1	1.719056	0.382666
Gm13680	1.718983	0.382666
RP24-324H23.2	1.718734	0.382666
RP24-260D21.2	1.715514	0.382666
Nkx2-9	1.715471	0.382666
Gm29093	1.715396	0.382666
Dusp15	1.715078	0.382666
Gm4883	1.715077	0.382666
Mirlet7a-1	1.714997	0.382666
Gm15728	1.714993	0.382666
BC018473	1.714966	0.382666
Tacstd2	1.714947	0.382666
Neto1	1.714918	0.382666
Gm14127	1.71483	0.382666
Hist1h4k	1.714821	0.382666
Gm16082	1.714804	0.382666
4933417O13Rik	1.714682	0.382666
1700016G22Rik	1.714666	0.382666
Ranbp1	1.714611	0.382666
Apc-ps1	1.714601	0.382666
