	Log2(FC)	Log10(Adj. P-value)
Sde2	-0.44579	0.622085
Tstd3	-0.352202	0.622085
Ptprh	-0.318529	0.622085
Ndufa13	0.265005	0.622085
2410015M20Rik	0.302978	0.622085
Cdkn2aipnl	0.337367	0.622085
Runx1	0.431172	0.622085
Polr1b	0.604664	0.622085
Hif3a	0.949398	0.622085
Gm6611	-2.180589	0.621158
Amacr	-0.918054	0.621158
Gm26532	-0.642784	0.621158
Slc35f2	-0.443974	0.621158
Esrra	-0.42384	0.621158
Slc5a6	-0.41854	0.621158
Cln8	-0.372488	0.621158
Ghitm	-0.206419	0.621158
Fabp12	2.553762	0.621158
Gm23344	2.559882	0.621158
Lonrf1	-0.434796	0.619977
Smc1a	0.264026	0.619977
Hsbp1	-0.244401	0.619757
Gnpda2	-0.571197	0.619143
Mtif3	0.39819	0.619143
Adamtsl1	-0.68673	0.618349
Clps	0.382619	0.618277
Fancl	-0.503506	0.617862
Efna1	-0.463506	0.617862
Rps24-ps3	0.712067	0.617862
Msantd4	-0.42251	0.617284
Fkbp3	0.276207	0.617284
Camta2	0.279708	0.617284
Retnlb	-2.556197	0.616753
Smug1	-0.535994	0.616753
Nelfa	-0.395151	0.616753
Cep192	0.592132	0.616753
Kcnd3	0.844832	0.616753
Ahcy	0.320662	0.61482
Tinag	-0.449592	0.614046
Slc3a1	-0.415705	0.613338
AI987944	-0.330548	0.613338
Zbtb16	0.614528	0.612751
Hexb	-0.348732	0.61267
Htra3	0.396816	0.61267
Gabra3	0.540978	0.61267
Gm26656	2.537863	0.61267
Agap1	-0.222926	0.61115
5-Mar	-0.270646	0.611016
Tmem132b	-1.091155	0.610308
Plin3	-0.31536	0.610308
Ager	0.820657	0.610308
Tdrp	1.449724	0.610308
Hadh	-0.35761	0.609971
Casq2	0.432409	0.609971
Afap1	0.43359	0.609971
Igf2bp3	-2.54866	0.609933
RP23-79K5.3	-1.53969	0.609933
Saa3	-1.526508	0.609933
B230216N24Rik	-0.519291	0.609933
Ndfip2	-0.461362	0.609933
Spry2	-0.447364	0.609933
Klhl2	-0.360697	0.609933
Rbm45	-0.259104	0.609933
Gnb2l1	0.190357	0.609933
Deptor	0.247213	0.609933
Ccnd2	0.269818	0.609933
Cnpy3	0.291292	0.609933
Blnk	0.342181	0.609933
Mfge8	0.490278	0.609933
Gpx3	0.53234	0.609933
Rac2	0.576498	0.609933
Flywch1	0.618738	0.609933
Lurap1	1.07123	0.609933
Tnfsf13b	2.161497	0.609933
Pcdhb4	2.161812	0.609933
Nkx2-2	2.162029	0.609933
Gm4221	2.34124	0.609933
RP23-393C3.4	2.34147	0.609933
1700086D15Rik	2.341624	0.609933
Mypopos	2.341646	0.609933
Gm5105	2.341774	0.609933
Gm15869	2.3418	0.609933
Gm25291	2.342163	0.609933
Pecam1	0.375995	0.609657
Gm23287	2.340806	0.608647
Lgals1	0.365787	0.60658
Smg8	-1.07196	0.605432
Lysmd1	-0.648153	0.605432
Pigw	-0.573115	0.605432
Tmbim6	-0.430679	0.605432
2310069B03Rik	2.342079	0.605432
Gm14830	2.349301	0.605432
Piga	0.404667	0.60541
Ankra2	-0.322096	0.605184
2210407C18Rik	0.505696	0.604343
Smim14	-0.410554	0.604296
Bmi1	-0.508427	0.603007
Zfp617	-0.410417	0.603007
Tbk1	-0.349212	0.603007
Hprt	-0.317028	0.603007
Wbp2	-0.282802	0.603007
Thra	-0.264858	0.603007
Ly6c1	0.31935	0.603007
Pes1	0.31963	0.603007
Mesdc2	0.31985	0.603007
Polr1a	0.493558	0.603007
Dmap1	0.547127	0.603007
Hist1h4c	1.10105	0.603007
Hoxb5os	2.339713	0.603007
Gm25896	-1.534762	0.601962
Cmtm6	-0.618047	0.601962
Nipsnap3b	-0.548403	0.601962
Sec22a	-0.349263	0.601962
Esd	-0.332411	0.601962
Arpc5	-0.297319	0.601962
Dopey2	-0.264266	0.601962
Pitpna	-0.208368	0.601962
Flna	0.222678	0.601962
Hsd17b12	0.258389	0.601962
D5Ertd579e	0.300413	0.601962
Mcm10	0.353427	0.601962
Tbcd	0.507853	0.601962
Rny1	1.386431	0.601962
RP24-146B4.3	1.558202	0.601962
1700122E12Rik	2.597363	0.601962
Hgfac	0.34715	0.599795
Hlx	0.491684	0.599795
Ryr1	-1.794315	0.599753
Smlr1	-0.528818	0.597748
Efcab14	-0.218357	0.597748
Hsp90ab1	0.25655	0.597748
Tppp3	0.313697	0.597748
Agmat	0.469648	0.597748
2700099C18Rik	0.591284	0.597748
2310022B05Rik	-0.413701	0.597744
Rlim	-0.316981	0.597744
Ndrg1	-0.290066	0.597744
Gm15292	0.300083	0.597744
Ttll3	0.481093	0.597744
Tfeb	0.518759	0.597744
Gm27002	2.330407	0.597744
Rbm44	2.337929	0.597744
Car10	2.348402	0.597744
Gm2990	2.353905	0.597744
Pdgfb	-1.681967	0.596179
Fmn2	0.962726	0.59525
Ppapdc2	-0.437867	0.594221
Thrap3	0.289059	0.594221
Nfkbia	0.304508	0.594221
Zfp629	0.478899	0.594221
Mpp5	-0.283137	0.592028
Defb40	-1.126656	0.591958
4833420G17Rik	-0.36563	0.591887
Pxdn	-0.66217	0.591879
Gmeb2	-0.556338	0.591879
Gm13293	2.33954	0.591879
Sh3bp5	0.318392	0.591661
RP24-492O4.4	1.289582	0.591661
Gm24890	1.953212	0.588709
Gtf2b	-0.579228	0.588277
Zfpm1	0.694564	0.588018
Aftph	-0.319139	0.587525
Rpl17	0.351303	0.587374
Dtwd2	0.770114	0.586767
Twsg1	-0.397148	0.5855
Ext1	-0.387102	0.584588
Rab25	0.343842	0.583675
Acot9	-0.450574	0.582713
Gm14138	1.825642	0.582713
Defb39	-1.430697	0.582654
Pus7	0.471542	0.582654
Dusp1	0.580238	0.582654
0610043K17Rik	2.40024	0.582654
mmu-mir-191	1.33915	0.578367
Champ1	-0.462202	0.577829
Gdi2	-0.181169	0.577829
Gm20109	2.332432	0.577829
Hes1	-0.538973	0.577569
Mrpl16	0.351503	0.576344
Atp6v1e1	-0.246721	0.573256
Rmnd5a	-0.407599	0.572208
Pmepa1	0.28253	0.572208
Gm12098	1.521009	0.572208
Tnni1	-1.705764	0.571812
Cyp3a25	-0.67227	0.571812
AW549877	-0.349319	0.571812
Cyp3a13	-0.433649	0.571302
Gys2	2.413511	0.571302
Cyfip2	0.409372	0.570933
RP23-124N16.3	2.321286	0.570933
Tollip	-0.602793	0.56968
Rps8	0.27632	0.5695
Fst	0.894093	0.5695
Gm5602	-0.926313	0.569243
Usb1	-0.675669	0.569243
RP24-538F21.2	-0.675397	0.569243
Actn4	-0.352558	0.569243
Cggbp1	-0.32947	0.569243
Dhrs1	-0.284247	0.569243
Skp1a	-0.207191	0.569243
Ppp1r12a	0.205335	0.569243
Pak1ip1	0.249767	0.569243
Pkm	0.300343	0.569243
Pkmyt1	0.507827	0.569243
Arid5a	0.77434	0.569243
B930036N10Rik	1.582138	0.569224
Dleu2	-0.289377	0.56908
Fcho1	0.800066	0.568832
Rwdd3	-1.077998	0.568743
Smarcal1	-0.747624	0.568743
Mtmr7	-0.409034	0.568743
Zfp503	-0.364538	0.568743
Usp34	0.181826	0.568743
Cabin1	0.2732	0.568743
Smtn	0.318778	0.568743
Nfkbiz	0.35862	0.568743
Adcy2	1.281907	0.568743
P2rx3	2.331199	0.568743
0610038B21Rik	2.351127	0.568743
Frk	-0.290665	0.568455
Gtf3c3	-0.469387	0.568207
Vwa8	-0.345505	0.566972
Wasl	-0.263583	0.565265
Cd164l2	2.334922	0.564027
Adamtsl5	-0.324801	0.563366
Usp27x	-1.550449	0.561685
K230010J24Rik	-1.55038	0.56138
Itpripl2	-0.358165	0.56138
Acat2	0.336102	0.561253
Tprkb	-0.375895	0.56119
Slc16a10	-0.363468	0.559242
Mier3	-0.371644	0.558699
Pdlim7	0.388186	0.558699
Phb	0.399814	0.558699
Slc35a5	-0.515937	0.558627
Snrnp200	-0.34982	0.557656
Osbpl10	-0.520055	0.555692
Ergic1	0.317655	0.555042
Glt1d1	0.837097	0.554115
Snora78	0.967509	0.553878
Pik3cb	-0.379754	0.553739
Trim5	-0.697307	0.553244
Rell1	-0.385986	0.553244
Mal2	-0.330013	0.553244
H2-Aa	0.437796	0.553244
Gm13423	0.546433	0.553244
Tnfrsf12a	1.223961	0.553244
Cd48	-1.071873	0.551689
Pola2	-0.674626	0.551689
Crot	-0.407042	0.551689
Abca9	-0.610826	0.550319
Eepd1	-0.675568	0.549985
Cd63	-0.295196	0.549985
Lmod1	0.277239	0.549985
Ptprc	0.322311	0.549985
Cdca2	0.445411	0.549985
Egfl7	0.466512	0.549985
Il16	0.574828	0.549985
Cyth4	0.621785	0.549985
RP23-115I1.3	2.164145	0.549985
Zfp710	-0.563061	0.548346
Eif2ak1	-0.260487	0.548346
Slc15a3	0.911083	0.548346
Ulk3	-0.56195	0.548325
Mir194-2	2.22848	0.548325
Gm25820	-2.342679	0.547609
Gm13689	-2.342588	0.547609
A230103J11Rik	-2.342581	0.547609
Gm11281	-2.342572	0.547609
Dyx1c1	-2.342557	0.547609
2310001K24Rik	-2.342553	0.547609
Dnaic2	-2.342461	0.547609
Gm1720	-2.342356	0.547609
Gm15673	-1.192539	0.547609
Cmc1	-0.567308	0.547609
Pts	-0.494839	0.547609
Slc10a2	-0.476792	0.547609
Aagab	-0.42164	0.547609
Ctage5	-0.30474	0.547609
B4galt6	-0.295506	0.547609
Ctdspl	-0.295177	0.547609
Akap8	0.230812	0.547609
Syngr2	0.2378	0.547609
Ubl4	0.285193	0.547609
Slc22a21	0.389225	0.547609
Srm	0.453607	0.547609
Cd83	0.657659	0.547609
Rny3	0.878753	0.547609
G630030J09Rik	2.41688	0.547609
Osbpl6	-0.304672	0.547121
Dennd6a	-0.303932	0.547121
Srrm2	0.22623	0.547121
Slc38a2	0.335549	0.547121
Ier3	0.382274	0.547121
Podnl1	0.552558	0.547121
Slfn2	0.686944	0.546886
Fut1	0.891173	0.546859
Sptan1	-0.227227	0.546722
Gnb1	-0.204705	0.546722
Lap3	-0.370719	0.54661
Ak6	0.347575	0.546509
Slc37a1	-0.33561	0.545354
Sumf1	-0.285888	0.544774
Zfp780b	-1.959446	0.543033
Wdr1	-0.275088	0.543033
Tomm6os	-1.929856	0.542502
Crispld2	0.346201	0.542502
Ncdn	0.511927	0.542502
Gm12060	-2.343773	0.541979
Zdhhc12	-0.430935	0.541872
Rangap1	0.303207	0.541872
Ccr7	1.193675	0.541872
Acsl6	1.293486	0.541872
Rnls	-1.281308	0.540585
Tmem216	-0.773836	0.540585
Ufd1l	-0.294245	0.540585
Erbb2ip	-0.227876	0.540585
Cars2	0.464309	0.540585
Gm25541	1.104753	0.540585
Grin2b	2.293522	0.540585
Pla2g2f	0.566427	0.540502
Gm14963	2.305163	0.540013
Atad2	0.350474	0.539023
Naip2	-0.362884	0.537365
Fgl2	-0.37537	0.537057
Coasy	0.296625	0.536718
Gm14337	-0.604809	0.536217
Gm13461	2.3713	0.534999
Gm14863	2.383708	0.534607
Cldn2	0.405566	0.534431
Rbm20	0.926937	0.534431
Tifa	-0.500036	0.534126
Akr1c13	-0.459078	0.534126
Tlk2	-0.305938	0.534126
Dusp3	0.311035	0.533774
Atm	0.335253	0.533774
Rbm39	0.187157	0.533333
Slc35g1	-0.611748	0.532984
Mllt4	-0.206798	0.532387
Scarna17	0.611857	0.532387
Pdk4	1.510938	0.532387
Ctso	-0.527259	0.531687
Cmtm4	-0.300812	0.531259
Igf2os	-2.045928	0.530542
5033428I22Rik	-2.045546	0.530542
Bahd1	-0.634562	0.530542
Zfp281	-0.516957	0.530542
Irf1	-0.412551	0.530542
Rwdd2b	-0.36591	0.530542
Scamp1	-0.332104	0.530542
Snapc5	-0.291962	0.530542
Rc3h1	-0.249823	0.530542
Fcgrt	0.298846	0.530542
Gnrh1	0.666999	0.530542
Slc35d3	1.464281	0.530542
Anxa1	-0.803204	0.528893
Prr15	-0.422333	0.528893
Vsig10	-0.345173	0.528893
Ifngr2	-0.317025	0.528893
Rps25	0.219489	0.528893
Hist1h3a	1.633455	0.528893
RP23-280F6.6	1.698275	0.528893
Gm22068	2.34862	0.528305
Cnot11	-0.383197	0.528105
Cat	-0.243723	0.528105
RP23-406B13.9	1.488026	0.52802
Mmp7	0.402424	0.527024
Fkbp10	0.633946	0.525766
Pcdhb12	-2.344965	0.525731
Cyp2d9	-2.337808	0.525731
Sacm1l	-0.237334	0.525731
Coro1a	0.465317	0.525731
AI607873	0.583118	0.525731
Lppr2	1.218741	0.525731
Bivm	-0.559137	0.525551
Gm9917	-0.575032	0.524942
Abcc5	-0.450873	0.524942
Txndc17	-0.249497	0.524942
Chrm2	0.343969	0.524942
Tmem259	0.393607	0.524942
Mocs2	-0.266659	0.523652
BC025446	-0.598066	0.523378
Wipi1	0.254982	0.523378
Ifitm3	0.35956	0.522924
Cenpm	0.537311	0.522924
Anapc15	0.579422	0.522727
Ap3m1-ps	-2.197254	0.521826
Psmc3ip	-1.294163	0.521317
Cuedc2	0.395495	0.521317
Dbf4	0.425454	0.521317
Gjc1	0.492489	0.521317
Map4k5	-0.331503	0.520907
Neo1	-0.327004	0.520907
Tmem106a	-0.282022	0.520907
Vps33b	-0.266169	0.520907
Gnat2	1.116998	0.520907
C2	-0.383891	0.519279
Pdcl3	-0.642396	0.518938
Klhl7	-0.517559	0.518938
Pof1b	-0.307284	0.518938
Acox1	-0.260944	0.518938
Kng2	-2.333719	0.518687
Rad51c	-1.179206	0.518687
Amn1	-0.548044	0.518687
Awat2	-2.582447	0.517527
Slc39a1	-0.462369	0.517527
Ipo9	0.319529	0.517527
Gfap	1.490226	0.517527
Srbd1	0.475336	0.516571
Gm15712	-2.345144	0.516139
Scn4a	-2.342719	0.516139
RP23-65G17.2	-1.439253	0.516139
Paqr7	0.413059	0.516139
Stmn3	0.603394	0.516139
Slc25a29	0.748075	0.516139
Leprel4	-0.50257	0.514558
Rps13-ps2	0.313731	0.51389
Cry1	0.424945	0.513715
A430057M04Rik	-1.700124	0.513571
Slc30a5	-0.471605	0.513571
Spib	0.704028	0.513362
Cdk13	0.213189	0.512797
8430408G22Rik	0.640089	0.512797
Bhlhb9	-0.823255	0.512712
Zfp747	-0.46902	0.512712
Plekhm1	-0.337854	0.512712
Rufy1	-0.291742	0.512712
Acadl	-0.259489	0.512712
Ccdc134	0.462918	0.512712
Rpl3	0.179275	0.512703
Gpn2	-1.126997	0.511911
Zfp961	-0.69805	0.511911
Fhod1	0.457785	0.511667
Sema3c	-0.380045	0.511566
Arf4	-0.463779	0.511169
Fzr1	0.333974	0.510344
Nr3c2	-0.400355	0.510316
Apol11b	-2.569833	0.510296
Wdyhv1	-0.633623	0.510296
Polr3k	-0.35532	0.510296
Lsm14b	-0.329156	0.510296
Cyb5b	-0.244924	0.510296
Slc6a9	0.372657	0.510296
Aff3	0.416387	0.510296
Nuf2	0.520572	0.510296
Traf3ip3	0.564413	0.510296
Llgl1	-0.706779	0.509385
Eif4ebp2	-0.638907	0.509385
Plcd1	-0.45272	0.509385
Myeov2	0.208555	0.509385
Icosl	0.414677	0.509385
Calr4	2.403052	0.509385
Zfyve9	-0.312021	0.509371
Me3	-0.547169	0.509202
Rnf7	-0.407861	0.509202
Plekha1	-0.3719	0.509202
Btaf1	0.251177	0.509045
Gm26610	-0.978725	0.507747
Cd37	0.79069	0.507737
RP23-415F2.1	1.659821	0.507737
Gm12258	-0.772491	0.506805
Coro2a	-0.249781	0.506081
Gm10275	0.298913	0.505972
Tef	-0.27318	0.503771
Ago4	-0.540129	0.50325
Slc41a2	-0.386773	0.50325
Pgrmc1	-0.350347	0.50325
Fam161b	1.118373	0.499806
E430018J23Rik	-0.650352	0.499778
Txndc9	-0.214153	0.499778
Elk4	-0.553084	0.498522
Trpm2	0.476981	0.498522
Glrx3	0.223992	0.496716
Wdr43	0.266859	0.496716
Rnf25	1.047976	0.49547
Slc30a6	-0.396113	0.494974
Cdc40	0.28255	0.494974
Plscr1	-0.427781	0.494795
Bcl2l2	-0.551216	0.49447
Zpr1	0.363651	0.49447
Mif	0.313926	0.493982
Nmi	-0.303546	0.493848
Mettl10	-1.733221	0.493551
1190002N15Rik	-0.393123	0.493551
9130409J20Rik	-0.320901	0.493551
Cap1	-0.305183	0.493551
Lrrc66	0.331265	0.493551
5330434G04Rik	1.105545	0.493551
Abcc8	1.240971	0.493551
Ipmk	-0.246589	0.493278
Mdh2	0.260389	0.493278
Cnpy1	-0.766498	0.492752
Ogfod3	0.346441	0.492453
Pcdh19	-0.52162	0.492264
Ppp1r16b	0.543899	0.492264
Cstf2t	-0.513945	0.492101
Sema7a	0.584322	0.492101
Rad23a	0.266958	0.49202
Cwf19l1	0.412201	0.49202
Mdfic	-0.452314	0.491609
Mgat3	-0.443715	0.491399
Ostf1	-0.247071	0.491399
Mprip	0.191262	0.491399
Hnrnpa3	0.277124	0.491399
Foxf1	0.368521	0.491399
Ccdc167	0.56932	0.491399
Gpr171	0.845773	0.491399
Sntb1	1.196657	0.491399
RP23-355E19.1	1.465348	0.491399
Bmp2	-0.311528	0.491306
Tfg	-0.242941	0.491306
Prrc2c	0.223486	0.491306
Atp5j2	0.234831	0.491306
Wdr82	0.263882	0.491306
Hs6st1	0.314612	0.491306
Anapc7	0.361407	0.491306
Trpc1	0.530373	0.49124
Upp2	-0.569676	0.490885
Akap11	-0.222182	0.490188
RP23-87D8.4	1.797219	0.490188
Ahnak2	-0.490164	0.489924
Sirt5	-0.96167	0.489892
Gm24339	1.37235	0.489892
Il1r2	0.629464	0.489858
Snora24	1.520964	0.489858
Ap1g1	-0.226535	0.489376
Gpihbp1	0.669754	0.489262
Mbd6	-0.366552	0.488983
Tapt1	-0.403701	0.488702
Ptprf	-0.225282	0.488702
Rnase4	-0.276865	0.488369
Ino80c	-0.328066	0.486127
Ppara	0.355275	0.486127
Kcnk3	0.510559	0.486127
Gm5614	2.320911	0.486127
Got2	0.244179	0.485578
Mrpl39	-0.445414	0.485038
Pdzk1	-0.380839	0.485038
Crtc3	0.326878	0.484254
2210011K15Rik	-2.324788	0.483411
Slc36a1	-0.589759	0.483411
Rab11fip3	-0.347061	0.483411
Rac1	-0.203612	0.483411
Wdr89	0.344485	0.483411
Vat1	-0.278231	0.483198
0610012G03Rik	-1.469283	0.483185
Tmppe	-0.343012	0.483185
Fbxw4	-0.637009	0.48263
Aff1	-0.331836	0.48263
Lpar1	-0.192578	0.48263
Gm15772	-2.022073	0.482582
Ubr7	-0.435981	0.48221
Uri1	0.281797	0.48221
Gdi1	-0.505407	0.481652
Psmc3	0.21597	0.481652
Pex19	-0.232132	0.481644
Ap1s2	0.358174	0.481644
2810025M15Rik	0.54623	0.481644
2610020H08Rik	0.63534	0.481644
Gm12833	1.795558	0.481644
Itk	-1.171862	0.481164
Ccdc73	-1.169008	0.481164
Fbxo42	-0.385816	0.481164
Mcm6	-0.351701	0.481164
Nedd9	-0.311881	0.481164
Fez2	-0.307653	0.481164
Luzp1	-0.303664	0.481164
Ang	-0.289889	0.481164
Fuca2	-0.275873	0.481164
Stradb	-0.261351	0.481164
Hdac3	0.373231	0.481164
Tapbp	0.414804	0.481164
Cyp1b1	0.518261	0.481164
Gtf2ird2	0.539994	0.481164
BC027231	0.549607	0.481164
Il10ra	0.702942	0.481164
Il1b	0.913578	0.481164
Cxcr5	0.944026	0.481164
Gm20324	1.503015	0.481164
Gm29438	1.713995	0.481164
Spin4	-1.168594	0.480969
Sqle	-0.304161	0.480969
Gm22317	1.552932	0.479646
Casp12	-0.434535	0.479165
Tpm2	0.29916	0.478735
Ppp1r3e	-0.67879	0.478661
Nxt2	-0.334979	0.478443
Hiatl1	-0.281075	0.478443
Ighv7-1	-2.353048	0.478095
Gm13268	-2.339681	0.478095
Tma7-ps	-1.220412	0.478095
Dnmt3b	-0.738695	0.478095
Gm6863	-0.588709	0.478095
Nudt9	-0.499975	0.478095
Pon2	-0.245205	0.478095
Abca1	0.429777	0.478095
Gm28438	0.478908	0.478095
Arhgap30	0.514591	0.478095
Zmynd15	0.836404	0.478095
Hc	1.968661	0.478095
Crnde	1.969039	0.478095
A530095I07Rik	1.969296	0.478095
Gm12185	2.544045	0.478095
Cpn2	2.893722	0.478095
Lamtor2	0.287156	0.476143
Mrps18a	0.324828	0.476143
Rnf186	0.300802	0.47542
Grip2	1.025958	0.47542
Stxbp5	-0.277529	0.47536
Vwa1	0.502037	0.47536
Gm26910	1.51737	0.474713
Tnfaip8l3	-0.787029	0.474544
Gpr56	0.342711	0.474062
Psmd13	0.349965	0.474062
Abcf3	-0.384656	0.473249
Tsr3	-0.318299	0.473249
Sccpdh	-0.306508	0.473249
Fam160a2	-0.295247	0.473249
Eif3b	0.291004	0.473249
Cytip	0.360872	0.473249
Tcf20	0.383353	0.473249
Ppih	0.505383	0.473249
Lca5l	1.516817	0.473249
Map7	-0.272795	0.47309
Atp5d	0.215401	0.47309
Pdcd5	0.282511	0.47309
Adamts6	1.460733	0.47309
Glul	0.252958	0.473073
Atat1	-0.379024	0.472859
Ier3ip1	-0.246494	0.470581
Rbak	-0.502849	0.470539
Abcb10	-0.412828	0.470178
Coprs	-0.327562	0.470178
Cct4	-0.355378	0.46922
Gpc6	0.600004	0.46922
Ctsf	0.510031	0.46873
Gm21814	-0.63579	0.468359
Rabl3	-0.367887	0.468359
Cpd	-0.235737	0.468359
Faim3	0.815132	0.468359
A730017L22Rik	-0.824503	0.468196
Saraf	-0.267658	0.468196
Tspan32	0.933708	0.468083
Trim35	-0.466582	0.46795
Gm4349	-2.601546	0.467894
Cnnm4	-0.365319	0.467553
Myl9	0.26297	0.467553
Car2	0.629457	0.467553
Ipcef1	0.944512	0.467553
2900052L18Rik	-0.585243	0.467431
Efcab5	-0.813863	0.466438
Rpain	0.482633	0.466311
RP24-114E18.7	-2.027199	0.46585
Prmt5	0.314627	0.465682
Siva1	-0.649973	0.465538
Pcgf2	0.402093	0.465538
Sap30	0.98319	0.465538
Prkcz	-0.287037	0.464569
Mob4	-0.275492	0.464569
Ogfod1	-0.381824	0.463996
Ints2	0.332843	0.463996
Capg	0.640861	0.463996
Gm16364	1.777438	0.463996
Cysrt1	-2.31149	0.463929
Kazn	-0.420443	0.463929
Plaa	-0.29913	0.463929
Pde4b	0.35355	0.463929
Mfsd7b	-0.439537	0.463792
Ccdc136	0.657694	0.463792
Vps37d	0.726315	0.463792
Bmper	1.099405	0.463792
Gm26717	-1.714415	0.462661
Impa1	-0.273672	0.462661
Tecpr1	-0.273366	0.462661
Nxn	0.27724	0.462661
Gadd45g	0.437373	0.462661
Med18	0.492357	0.462661
Wdfy4	0.518856	0.462661
H2-M2	-0.600241	0.462623
P2rx7	-0.563657	0.461908
Asb8	-0.358497	0.461908
Tiprl	-0.299422	0.461908
Cx3cl1	-0.29633	0.461908
Azin1	-0.258655	0.461908
Fndc3a	-0.192908	0.461908
Vcam1	0.397405	0.461908
Ckm	0.619467	0.461908
Pea15a	0.379538	0.461885
2310035C23Rik	-0.231942	0.461238
Ifitm1	0.412591	0.461238
Gm15842	1.489133	0.461238
Hist1h2ae	0.572432	0.460728
Cd2ap	-0.163494	0.460095
Upk3a	-0.991088	0.45991
Hrsp12	-0.891729	0.459754
Trim40	-0.421614	0.459754
Gm24596	-1.854039	0.458143
Chrna3	-1.159247	0.458143
Gm17249	-1.014439	0.458143
Thpo	-0.903297	0.458143
Hsbp1l1	-0.856973	0.458143
Syt12	-0.845004	0.458143
Pin4	-0.777305	0.458143
Mrgprf	-0.758906	0.458143
Tmem69	-0.741354	0.458143
Fh1	-0.685804	0.458143
Syndig1	-0.685013	0.458143
RP24-65D16.4	-0.678825	0.458143
Lig4	-0.626226	0.458143
Gcnt1	-0.569885	0.458143
Tex2	-0.512486	0.458143
Slitrk6	-0.503739	0.458143
Stom	-0.489778	0.458143
Cers2	-0.487505	0.458143
Akap17b	-0.479816	0.458143
Rab3c	-0.47134	0.458143
Lats2	-0.439149	0.458143
Iyd	-0.431815	0.458143
Nek3	-0.428858	0.458143
Tm9sf2	-0.399379	0.458143
Rsad1	-0.392412	0.458143
Gnpnat1	-0.375906	0.458143
Cln5	-0.361387	0.458143
Fhl2	-0.346628	0.458143
Atad1	-0.342845	0.458143
Tardbp	-0.334922	0.458143
Eif4a1	-0.332947	0.458143
Sec24a	-0.327618	0.458143
Pip4k2c	-0.324428	0.458143
Pcgf3	-0.306218	0.458143
Coa5	-0.295366	0.458143
Aldh3a2	-0.291161	0.458143
Chn2	-0.278073	0.458143
Cldn7	-0.276263	0.458143
Ebp	-0.265236	0.458143
Gcnt3	-0.242047	0.458143
Ctnnb1	-0.207831	0.458143
Caprin1	-0.203911	0.458143
Ywhab	0.203485	0.458143
Eif4e2	0.226718	0.458143
Mtch1	0.260664	0.458143
Rpl13	0.262833	0.458143
Aimp2	0.296552	0.458143
Ppp1r21	0.302546	0.458143
Exosc5	0.303544	0.458143
Gstt1	0.308467	0.458143
Mrpl37	0.317613	0.458143
Fcgr3	0.321275	0.458143
Tob2	0.355331	0.458143
Fktn	0.368542	0.458143
S100a1	0.370787	0.458143
Ttk	0.372065	0.458143
4930523C07Rik	0.385143	0.458143
Dync2h1	0.394012	0.458143
Dnm1	0.411991	0.458143
Csf1r	0.414334	0.458143
Rasip1	0.434539	0.458143
1110035H17Rik	0.45483	0.458143
Lrg1	0.647157	0.458143
Pyhin1	0.666892	0.458143
D830025C05Rik	0.86139	0.458143
RP23-392C14.2	0.888576	0.458143
Kcna5	1.009494	0.458143
Pydc3	1.055792	0.458143
Gdf9	1.072584	0.458143
Zfp3	1.150883	0.458143
Gm10923	1.674868	0.458143
Lrrtm2	1.739001	0.458143
Gm14288	2.017943	0.458143
1600015I10Rik	2.018096	0.458143
1700095J07Rik	2.018128	0.458143
Gm12953	2.018132	0.458143
Osm	2.01816	0.458143
Gm23205	2.018267	0.458143
Grm2	2.018283	0.458143
Mybpc3	2.018297	0.458143
Gm15077	2.0183	0.458143
RP23-346I1.2	2.018301	0.458143
Gm8034	2.01831	0.458143
Gm9378	2.018327	0.458143
Gpx5	2.018334	0.458143
Gm8093	2.018422	0.458143
Tcrg-C2	2.018513	0.458143
Mirlet7a-1	2.018538	0.458143
2700046A07Rik	2.018543	0.458143
RP23-349K2.1	2.018551	0.458143
Gm24729	2.018555	0.458143
Gm4810	2.018587	0.458143
Ceacam9	2.018599	0.458143
A930041C12Rik	2.018653	0.458143
Gm15979	2.018669	0.458143
F11	2.018722	0.458143
Gm2396	2.018839	0.458143
Rpsa-ps9	2.019112	0.458143
Ndufaf3	0.330881	0.457332
Gm20628	2.02063	0.457332
8030451A03Rik	-2.382526	0.455461
Fggy	-0.626835	0.455442
Snrpd2	0.346368	0.455442
Gm29417	2.017359	0.455337
Cd63-ps	-0.684916	0.454903
Slc25a39	0.310291	0.454494
Gm2a	0.26042	0.45447
Ces1c	-0.610256	0.453922
D6Wsu163e	-0.486071	0.453922
Mmadhc	-0.362317	0.453922
Gucy1a3	-0.293204	0.453922
Bdh1	0.20714	0.453922
Mcm7	0.281133	0.453922
Tfcp2l1	0.304625	0.453922
Pmvk	0.332444	0.453922
Nrxn1	0.701871	0.453922
Tuft1	-0.362935	0.453034
Zfand1	0.717192	0.452808
Slc1a1	-0.275139	0.452262
Rps19-ps2	2.024227	0.452262
D330023K18Rik	-0.775827	0.448992
Nuak2	-0.354637	0.448992
Ppap2b	0.265883	0.448992
Aspn	0.334609	0.448992
Cct6a	0.423342	0.448992
Tubd1	1.051859	0.448992
Zfp1	0.562575	0.448975
Mrpl30	0.28659	0.44812
Ccbl1	-0.452434	0.447813
Tmem87a	-0.50513	0.447046
Slc25a4	-0.199878	0.447046
Zfp654	-0.415737	0.446452
Ttc14	-0.291099	0.446452
