	log2(fc)	log10(adj. p-value)
1600020E01Rik	-0.564751	0.557305
Lemd2	-0.398208	0.557305
Prrg2	-0.310098	0.557305
Prpf38b	0.232957	0.557305
Cnot3	0.654102	0.557305
Nacc1	-0.335421	0.55691
Klf9	0.29155	0.55691
Ltk	1.160006	0.55691
Pkdrej	-1.084049	0.556389
Ankrd13b	-0.983592	0.556389
Kctd21	-0.66696	0.556389
Ccdc80	-0.538183	0.556389
Clec2e	-0.456865	0.556389
Mlycd	-0.328819	0.556389
Itih5	0.273186	0.556389
Zfp800	0.344585	0.556389
Chuk	0.438231	0.556389
Ak4	0.649397	0.556389
Igf2	0.681757	0.556389
Tmem163	-0.946551	0.554146
Rab11fip5	-0.594776	0.554146
Gspt1	0.356924	0.554146
Ing5	0.467439	0.554146
RP23-232K16.4	0.943233	0.554146
Sprr2b	-1.282673	0.553826
Gm23370	0.917384	0.553826
Spic	-1.090022	0.553405
Usp16	0.269818	0.552609
Ccs	-0.320454	0.552085
Trim65	-0.430644	0.551784
Naa15	0.270817	0.551784
Hist1h4d	1.165284	0.551456
Dmpk	0.360978	0.551298
Mmd	0.313138	0.551294
Cdc42ep3	0.561563	0.551294
Pim1	0.361706	0.549837
Dgkb	0.646974	0.549441
Hp	-1.600735	0.547819
Gm26699	-1.145446	0.547819
Gm15638	-1.077371	0.547819
Cryz	-0.746762	0.547819
Nub1	-0.321615	0.547819
Ptprk	-0.21687	0.547819
Ttc21b	1.021567	0.547819
Rbm26	0.329216	0.547362
Wfdc21	-1.116708	0.547003
Lin7b	-1.092545	0.547003
Klhdc7a	-1.067508	0.547003
Srpk3	-1.031703	0.547003
RP24-192L21.1	-0.776607	0.547003
Gm25328	-0.733512	0.547003
RP24-150H14.2	-0.671816	0.547003
Proser2	-0.642566	0.547003
RP24-546N2.4	-0.533943	0.547003
Tram2	-0.411873	0.547003
Clasrp	-0.365871	0.547003
Mcl1	0.255583	0.547003
Synpo2	0.393461	0.547003
Plk4	0.667135	0.547003
E2f8	0.731595	0.547003
Cd109	0.943741	0.547003
RP24-546N2.3	1.013679	0.547003
Lpl	-0.840342	0.546846
Kdm7a	0.255819	0.546846
Rnf138	0.557815	0.546846
Ifitm1	0.5757	0.546846
Shcbp1	0.623277	0.546846
Gm17200	-0.787918	0.546087
Lman2l	-0.51044	0.546087
Pfkfb4	-0.431937	0.546087
Anks3	-0.366661	0.546087
Bzw1	0.33572	0.543805
Per1	0.529306	0.543366
Lias	0.26549	0.541567
Stim2	0.307131	0.541567
Clk4	0.354472	0.541567
Gcn1l1	0.53478	0.541567
Tmem240	-1.255203	0.536317
Sdad1	0.27907	0.536317
RP23-211O3.4	-1.115682	0.535434
Thap1	1.263945	0.534165
D3Ertd254e	-0.511719	0.53367
Slc43a3	0.399234	0.53367
RP23-152I6.4	-0.974185	0.531567
Pus7	0.614415	0.531035
Jdp2	0.633576	0.531035
Tifab	-0.680969	0.530564
Cdk5rap2	0.616108	0.529576
Mcu	-0.278192	0.528822
Nfe2l2	0.308459	0.528822
Fosl1	1.216006	0.528822
Sectm1a	-1.182068	0.528497
Pde1a	0.426452	0.528464
Cep83	0.507411	0.528307
Zfp809	0.71695	0.528307
Mfap1a	-0.313931	0.528192
Nup88	0.492638	0.526899
Uimc1	0.528117	0.521634
Clec4b1	-1.048439	0.521578
Invs	-0.502833	0.521578
Rnf167	-0.315436	0.521578
Psma3	0.270234	0.521578
Meox1	-1.149105	0.520914
Gm16140	-0.783891	0.520914
Spn	-0.762269	0.520914
Vps9d1	-0.42328	0.520914
Acad11	-0.407718	0.520914
Arhgap1	-0.314958	0.520914
Vdr	-0.21846	0.520914
Zbtb6	0.357117	0.520914
Glod4	0.388706	0.520914
Mdh1	-0.284895	0.520032
Ibtk	0.267907	0.519013
Wdtc1	-0.31838	0.518761
Rps6ka5	0.8799	0.518761
Hecw2	1.099215	0.518761
Gcnt1	-0.664578	0.5186
Thoc7	0.261725	0.518552
Gm1631	-1.24838	0.517521
Klf4	0.444922	0.517521
Cdkl1	-1.057072	0.517409
2210011C24Rik	-0.767279	0.517099
Ror2	0.466842	0.517022
2810001G20Rik	-0.791464	0.516926
Rgs7bp	0.3916	0.515924
Prkcd	-0.258575	0.515241
Fabp4	-0.817343	0.515101
Dennd4b	-0.587629	0.515101
Gm14132	-0.76416	0.51439
Gpt2	-0.528924	0.51439
Sh3bgrl	0.264328	0.51439
Usp9x	0.37594	0.51439
3930402G23Rik	0.971162	0.51439
Gm22574	1.042266	0.51439
Gan	0.61459	0.513314
Polr2k-ps	-0.870181	0.512025
Fam179b	0.346091	0.511044
1500002C15Rik	-0.911492	0.510555
Oxld1	-0.790001	0.510555
Furin	-0.279568	0.51055
Acrbp	-0.523101	0.510401
Eri2	-0.467292	0.510401
Acy3	-0.338615	0.510401
Kif11	0.557481	0.510401
Cyp27a1	-0.451148	0.509865
Ndufb6	0.258432	0.509865
Gm23639	1.023535	0.509865
Adora3	-1.092764	0.509311
Lypla2	-0.347527	0.509311
Trmt1	-0.320435	0.509311
Akap13	0.240405	0.509311
Adck4	0.510453	0.509311
Lyrm7	0.987886	0.509311
Flrt1	0.999447	0.509311
Gm14633	-1.207225	0.508767
Tha1	-0.591908	0.508767
Cradd	-0.545291	0.508699
Gm6134	-0.980323	0.508584
Inpp5k	-0.347595	0.508584
Pdcd6ip	0.235931	0.508584
Lims1	0.45991	0.508584
RP23-23C9.1	-0.930578	0.507605
Ptx3	0.974986	0.507605
Ttll3	-0.563405	0.507325
Dleu2	-0.302851	0.507034
Flrt3	0.352232	0.507034
Fdxacb1	0.612936	0.507034
Lilrb4	0.916192	0.50685
Tnks1bp1	0.632376	0.506822
Unc119	-0.696097	0.505525
Plcxd3	0.988461	0.505525
Cadm2	-0.925372	0.505103
Bbc3	-0.676303	0.505103
Ccnb2-ps	-1.036435	0.504438
Actb	0.247164	0.504438
Foxp2	0.397832	0.504438
Meaf6	-0.350494	0.504361
Gm12603	-0.863198	0.504029
Gm6444	-0.990848	0.502391
Gja4	-0.967164	0.502391
Gm16556	-0.635182	0.502391
Usp30	-0.487839	0.502391
Cyfip2	-0.420618	0.502391
Ebp	-0.293807	0.502391
H2afy	0.180273	0.502391
Tpp2	0.343281	0.502391
Ubfd1	0.343882	0.502391
Gm4980	0.946976	0.502391
Nme7	-0.783429	0.501286
Gcnt4	0.360101	0.501286
Orc6	0.694568	0.501286
Ift20	-0.205639	0.499526
Lepre1	-0.525106	0.499461
Dusp23	-0.510165	0.499461
Ddx5	0.220099	0.499461
Nipa2	0.268343	0.499461
Zfp36	0.370284	0.499461
B230216N24Rik	0.574011	0.499461
Tango6	0.857105	0.499461
Mical3	0.966445	0.499461
Klb	-0.992007	0.499457
Sat1	0.570812	0.499457
Dock3	-1.088628	0.499327
Tax1bp3	-0.530839	0.499327
Clec16a	-0.53426	0.498643
Gm26869	-0.912703	0.497808
mt-Rnr2	0.304889	0.497808
Uspl1	0.366496	0.497808
Cnksr2	0.980489	0.497808
Rab40c	-0.367086	0.497011
Sgms2	-0.26727	0.497011
Elovl6	0.31056	0.497011
Rnf144a	-0.589377	0.496808
Fam171a1	-0.323572	0.496713
Fam187b	-0.665606	0.495859
Adss	0.235036	0.495859
Malsu1	-0.332765	0.495184
Rbm25	0.191944	0.495184
Gm10702	-1.016963	0.49404
Gm9949	-0.807628	0.49404
Gm9104	-0.80394	0.49404
Pfkfb3	-0.432946	0.49404
Melk	0.587148	0.49404
Gp5	-0.861033	0.493885
Btd	-0.397379	0.493885
Abcg8	-0.314213	0.493885
Xdh	-0.284201	0.493885
Zc3h4	-0.262331	0.493885
Zak	0.317883	0.493885
Usp54	0.855354	0.493885
4930570G19Rik	-1.113581	0.493682
Cyp3a59	-0.972261	0.493682
1700022N22Rik	-0.833182	0.493682
Unc13d	-0.761863	0.493682
Tmem178	-0.708546	0.493682
Ttl	-0.51388	0.493682
Ramp1	-0.329109	0.493682
Tcerg1	0.274777	0.493682
Gm22710	0.610225	0.493682
Kmt2c	0.203839	0.493312
Cdc25b	-0.317508	0.493215
Gramd3	-0.360138	0.493172
Sord	-0.275848	0.492594
Rhebl1	-0.370646	0.491802
Dhrs4	-0.268816	0.491802
Rgs4	0.449605	0.491802
Spock1	-1.111049	0.491443
Coro2b	-1.035939	0.491443
2210418O10Rik	-0.944174	0.491443
Fam161a	-0.75177	0.491443
Ybey	-0.619723	0.491443
Aldh1a7	-0.351675	0.491443
Pdzd8	0.243133	0.491443
Slc4a4	0.291126	0.491443
Ptk7	1.233765	0.491443
Abtb2	-0.837551	0.491097
Cat	-0.240496	0.491097
B3gntl1	-0.769521	0.490959
Ubxn1	-0.339232	0.488927
Btbd9	-0.3694	0.488861
Gm26808	-1.080031	0.488033
Ankrd66	-1.046808	0.486
Zfp942	-0.511025	0.486
Cog4	-0.323959	0.486
Slc11a2	-0.285958	0.486
Hnrnpdl	0.246018	0.486
Tsc22d2	0.3394	0.486
Bpnt1	0.476715	0.485844
Dbn1	0.727121	0.483136
Apol6	-1.023326	0.482737
Gm26660	-0.897279	0.482737
Fgfr1op	0.494379	0.482737
Clip3	-0.650504	0.482155
Gm26767	-0.999727	0.481919
Gjd2	-0.978557	0.481612
Shisa8	-0.714191	0.481612
Zfp628	-0.546957	0.480938
Msmo1	0.28002	0.480938
Ptger4	0.337943	0.480938
Gm14813	-0.762124	0.480902
Atad5	0.574127	0.480902
Dnaic1	-1.124017	0.480277
Gm13269	-0.728592	0.480277
Ptdss1	-0.220906	0.480277
Rad54l	0.561582	0.480198
Slco2a1	-0.262775	0.479589
Atp6v0e2	-0.307752	0.476475
Ces1c	-0.735187	0.476275
Abhd17b	0.196812	0.476275
0610005C13Rik	-0.304297	0.475717
Mgat1	-0.271836	0.475333
Thap3	-0.465189	0.474359
Kcnj2	1.033096	0.473742
Ogfrl1	-0.419673	0.473696
Clk2	-0.304734	0.473696
Vps36	0.250891	0.471557
Smad6	0.453499	0.471557
9-Sep	0.689743	0.471557
Socs3	0.771516	0.471518
Nemf	0.248714	0.470981
Camk1d	0.301063	0.470981
Tmem47	0.552034	0.470693
Naip1	-0.34328	0.470345
Gm5577	-0.885017	0.468294
Tmem154	-0.871335	0.468294
Lrch2	0.848144	0.468294
Psip1	0.378378	0.467339
Gins3	0.812349	0.466575
Herc1	0.248944	0.466474
Smim15	0.310675	0.466474
RP23-44N5.3	-0.90021	0.466379
Mpeg1	0.539349	0.466379
Gm26733	-0.9973	0.466255
Zfp952	-0.511941	0.466255
Insc	0.986165	0.466255
Ets2	0.303788	0.464323
Me1	-0.616714	0.464172
Vwc2	0.965755	0.464172
Gm14636	1.067184	0.464172
Snn	-0.644621	0.463865
1700056N10Rik	-1.003433	0.463644
Rsrc1	0.32382	0.463579
Cib2	-0.881218	0.461644
Eef1e1	0.518488	0.461644
Tsc22d3	0.384126	0.461496
Defa20	-0.974932	0.460703
Poli	-0.550825	0.459713
Rpl27a	-0.1789	0.459364
Nxf7	-0.999227	0.459252
4931414P19Rik	-0.506831	0.459252
9130020K20Rik	-0.337853	0.459252
2210417A02Rik	-0.921074	0.455414
Gngt2	-0.479947	0.455414
Fst	0.801112	0.455414
Iqce	-0.622632	0.454146
Ttc33	-0.374373	0.453413
Prkcsh	-0.264108	0.453413
AW011738	1.003736	0.453413
Gm26621	0.820538	0.452971
Cnnm3	-0.43789	0.451873
Fut10	-0.889472	0.451749
Rgl1	-0.572324	0.451345
Bcl2l1	-0.337084	0.451345
Cdpf1	-0.564038	0.450468
Slc6a20b	-0.817664	0.450428
n-R5s96	-0.800482	0.450428
Vangl1	-0.489663	0.450428
Rab11fip3	-0.40823	0.450428
2310001H17Rik	-0.37559	0.450428
Pts	0.54794	0.449326
Mtmr7	0.419309	0.449181
Catip	-1.050122	0.44897
Rspo1	-0.87829	0.448294
Cps1	0.444876	0.448294
Rasip1	-0.45496	0.447215
Igsf3	-0.305183	0.446788
Mad2l1	0.481817	0.446788
Trim68	-0.911122	0.446722
Cnga3	-0.959635	0.446346
RP24-181G14.2	-0.716931	0.446265
Dcun1d3	-0.469068	0.446265
Gm15265	0.964458	0.446265
Syna	0.9945	0.446265
Pabpc4l	-1.008028	0.444944
Gm23172	-0.877531	0.444944
Sash3	-0.793862	0.444944
Gm10912	-0.661027	0.444944
Scrn1	-0.612089	0.444944
Cidec	-0.604805	0.444944
Cda	-0.51431	0.444944
Plekhg5	-0.464423	0.444944
Cdk5r2	0.994842	0.444944
Lmbrd2	0.594058	0.444125
Zc3hc1	-0.460559	0.441974
Serpina10	-1.014003	0.441969
Cd27	-1.110179	0.439634
Tbc1d8b	0.628926	0.439634
Dynlt1b	-0.748323	0.439441
Zcchc2	0.342454	0.439441
Sorcs2	0.727454	0.439441
Dph3	0.295947	0.438899
Ppp2r2d	0.309866	0.438899
Casp8ap2	0.36711	0.438899
Snx24	0.683014	0.438899
4933431E20Rik	-0.487298	0.438642
Enpp4	-0.347643	0.438458
Hspb6	0.357837	0.438137
Slc43a2	-0.278548	0.437871
Akap7	-0.218703	0.437371
Otud1	0.7954	0.437371
Gm10182	-0.812541	0.437144
Gm5822	-0.721308	0.437131
9530036O11Rik	-0.860043	0.436485
Rpl9-ps7	-0.767262	0.436485
Stoml1	-0.457527	0.436485
Rbm33	-0.233672	0.436485
Hif1a	0.280335	0.436485
Snord66	-0.959904	0.435795
1600014C10Rik	-0.461505	0.43512
Tpr	0.188239	0.435076
Pus3	0.532894	0.434032
Defa-ps6	-0.99978	0.433143
Batf3	-0.853342	0.433134
B4galt3	0.341966	0.433134
Kcnc3	0.915244	0.433134
Slc37a4	-0.321077	0.432877
Hnrnpd	0.193843	0.432877
Nr3c2	0.465026	0.432877
Rbm6-ps1	1.041214	0.432877
Pcdhga7	-0.887354	0.432785
Ndufa6	-0.166349	0.432785
Zfp143	0.520805	0.43092
RP23-393I12.3	-0.93345	0.430824
Chst1	-0.535707	0.430824
Rhot2	-0.250499	0.430824
Gtf2h1	0.404119	0.430824
Cbfa2t2	0.462552	0.430824
Kcnf1	0.705613	0.430824
Pdgfrl	0.949451	0.430824
Polr2b	0.357908	0.430252
Cops6	0.321586	0.430155
Rpl36a-ps3	-1.207755	0.429471
Slc25a37	-0.267924	0.429471
Timm8a1	0.916438	0.429471
Ccnh	0.401546	0.429351
Ttc28	0.430855	0.428591
Acacb	-0.851177	0.427544
A230103J11Rik	-0.757043	0.427544
Igsf9	-0.319202	0.427544
Nf1	0.382702	0.427544
Cep85l	0.953931	0.427544
Zfpm2	-0.995536	0.426541
Crtac1	-0.980603	0.426541
Artn	-0.905698	0.426541
Clec10a	-0.678122	0.426541
Cited2	-0.488216	0.426541
Hsd17b2	-0.450834	0.426541
Ing1	-0.230148	0.426541
Rpl3	-0.183717	0.426541
Map3k13	0.474438	0.426541
Setdb1	0.52052	0.426541
Nars2	0.730908	0.426541
Mcph1	0.458467	0.425979
Spi1	-0.55032	0.425405
Grn	-0.470984	0.425405
Lcmt1	-0.322153	0.425405
Bdh1	0.223675	0.425405
B4galt5	0.40917	0.425405
Entpd7	0.493833	0.425405
RP24-88F2.3	1.065837	0.425405
Rcn2	0.421579	0.424897
1190005I06Rik	-0.957533	0.424863
Rpl27a-ps1	-1.096013	0.424817
Lipa	-0.301295	0.424817
Smarce1	-0.263969	0.424817
Hdgf	0.211347	0.424817
Hnrnpa0	0.221359	0.424817
Ino80	0.321088	0.424817
Nup205	0.367694	0.424817
Aurka	0.36942	0.424817
Prrc2b	0.471052	0.424817
Fam20a	-0.359421	0.423706
Slc35e2	0.406253	0.423696
Bbs2	0.882716	0.422422
Dnd1	-0.951653	0.42046
Ces2b	-0.845523	0.42046
Apoc4	-0.825978	0.42046
Gm6223	-0.761963	0.42046
Slitrk6	-0.481367	0.42046
Slc29a3	-0.449697	0.42046
Brca1	0.561778	0.42046
Gm13648	-0.396205	0.420096
4731419I09Rik	-0.975218	0.420023
B3gnt1	-0.309114	0.420023
Erbb2	-0.252866	0.420023
Zmynd8	-0.222448	0.420023
Pgm5	0.250455	0.420023
Ceacam20	-0.311347	0.419684
Mmel1	-0.651814	0.417737
Sertad2	-0.309609	0.417258
1700101I11Rik	-0.813129	0.416009
RP24-372I24.4	-0.673428	0.416009
Cables1	-0.434527	0.416009
Acy1	0.304847	0.416009
Col6a1	0.365447	0.416009
Sgk1	0.465232	0.416009
1810055G02Rik	0.495008	0.416009
Bud13	0.513964	0.416009
Acyp2	-1.00403	0.415974
Gm17619	-0.847233	0.415974
9330136K24Rik	-0.809597	0.415974
Gm8254	-0.647922	0.415974
Itgb3bp	-0.583609	0.415974
Mta3	-0.510625	0.415974
Mfsd1	-0.363626	0.415974
Pbx3	-0.318815	0.415974
Rnf43	-0.310009	0.415974
Ube4b	-0.195779	0.415974
Prkar2a	0.187315	0.415974
Aff4	0.240722	0.415974
Smc2	0.351764	0.415974
Mthfd1l	0.422001	0.415974
Nat10	0.438652	0.415974
Golga5	0.476635	0.415974
Il1r1	0.534005	0.415974
Car1	-1.531693	0.415121
RP23-404D8.10	-0.963968	0.414772
Rnf165	-0.888027	0.414772
Sh3bp1	-0.574175	0.414772
Mzb1	-0.550415	0.414772
Gstt3	-0.365788	0.414772
Tonsl	-0.331885	0.414772
Ifi27	-0.247247	0.414772
Gabarap	-0.231375	0.414772
Cbx5	0.230864	0.414772
Raf1	0.601466	0.414772
Card6	-0.549145	0.414502
Hist1h4i	-0.44913	0.414502
Fam102b	0.467426	0.414502
Ptprz1	1.028994	0.414502
AI413582	-0.405698	0.413615
Ubp1	-0.203388	0.413615
Setx	0.295865	0.413138
1700011A15Rik	-0.85016	0.412141
Gm13056	-0.898287	0.411769
Ccnf	-0.623357	0.411769
2310007B03Rik	-0.410126	0.411769
Plekho1	-0.32386	0.411769
Arf5	-0.301944	0.411769
Ikbkg	-0.267517	0.411769
Lpgat1	0.261006	0.411769
Dcun1d5	0.394798	0.411769
Tmem168	0.566015	0.411769
Taf2	0.582487	0.411769
Tslp	1.026823	0.411769
Oprk1	-0.951942	0.411352
Ntf3	-0.836147	0.411352
Sh2d7	-0.709453	0.411352
Scaf11	0.223605	0.411352
Med1	0.282487	0.411352
Tmem165	0.365882	0.411352
Gramd2	0.768217	0.411352
Spsb2	-0.375689	0.410814
Nudt14	-0.338263	0.410814
Ccl9	0.387417	0.410814
Llph	0.477758	0.410814
5330417C22Rik	-0.236525	0.410648
Axin2	0.572753	0.410648
Gm15427	-0.95113	0.410346
Gm27002	-0.614581	0.410346
Snx33	-0.522776	0.410346
Rdm1	-0.422104	0.410346
Ift172	0.714711	0.410346
Atoh8	0.726478	0.409586
Arih2	-0.296528	0.409533
Adhfe1	-1.033448	0.409427
Gm9457	-0.857463	0.409206
Lurap1	-0.813468	0.409206
Cfdp1	0.312617	0.409206
Gm12122	-0.906076	0.409043
Mocos	-0.386044	0.409043
Ppm1e	0.751882	0.409043
Intu	0.890729	0.409043
Fam136a	0.410636	0.408711
Swap70	0.577897	0.408066
Vegfa	0.358534	0.407968
Hspg2	0.456548	0.407968
Mmp10	0.571001	0.407968
Itga4	0.342646	0.407858
Ryr2	0.66629	0.406713
Vav2	-0.38468	0.405906
Ubr2	-0.220972	0.405879
Cbx4	-0.355404	0.405877
Apoe	-0.271847	0.405432
Rac1	-0.185762	0.405432
Slc30a9	-0.219978	0.405416
Ppm1a	-0.222932	0.404606
Rps12-ps9	-1.179213	0.404493
Gm16023	-0.967714	0.404493
Gm4575	-0.787582	0.404493
Hand1	-0.683429	0.404493
Slc25a19	-0.502487	0.404493
Abhd5	-0.265666	0.404493
Cops5	-0.243594	0.404493
Slc6a20a	-0.240335	0.404493
Glt8d1	0.384207	0.404493
Prr5l	0.681701	0.404493
Myo18b	1.047319	0.404493
H2afv	-0.238254	0.404431
Ints2	0.330854	0.404431
1700113A16Rik	0.913164	0.404431
Htr2c	-0.728592	0.403847
Galnt15	-0.494744	0.403832
Pex11a	-0.209265	0.403832
Star	1.018401	0.403832
1810059H22Rik	-0.706235	0.403728
Rnaseh2b	0.312476	0.403706
1700008J07Rik	-0.681909	0.402837
Zfp280d	0.308042	0.402561
Ms4a6b	0.371212	0.402561
Dhx58	0.979957	0.402561
Gm21846	0.799748	0.401346
Skint3	-0.865144	0.401201
Prkag1	-0.259182	0.401201
Rai1	0.497727	0.401201
Ggact	-0.349908	0.400767
Socs4	0.35186	0.400764
Rilp	0.638495	0.400147
Pqlc3	0.475516	0.400079
Oasl2	-0.557837	0.399762
Srebf1	0.676436	0.398871
Lctl	-0.837914	0.398613
Chrac1	0.397894	0.397894
Abhd14a	-0.490514	0.397637
Foxo4	-0.35542	0.397577
Nfatc1	0.412757	0.397577
Scube2	0.766088	0.397577
Pi16	-1.040476	0.397546
Prnp	0.299427	0.397447
Gtpbp1	-0.399073	0.39668
2810474O19Rik	0.222613	0.39668
Pik3r3	0.549831	0.39668
Gm10136	-0.884373	0.396472
Emc9	-0.66756	0.396472
Mak16	0.375605	0.396472
Fkbp2	0.543889	0.396472
8-Sep	-0.258909	0.396064
Aoc1	-0.30145	0.395402
Tnc	0.356916	0.39501
RP23-58N8.6	-1.094247	0.394896
Ang5	-1.036025	0.394896
Rnu3b1	-0.861508	0.394896
Fendrr	-0.358809	0.394896
Lrpap1	-0.345663	0.394896
Mrps6	-0.330888	0.394896
Eif5	0.177726	0.394896
Wdr38	-0.943874	0.394721
1700052K11Rik	-0.849641	0.394721
Arhgef2	-0.303546	0.394721
Ptpn12	0.285627	0.394721
Msantd2	0.476564	0.394721
Aldh18a1	0.550499	0.394721
mt-Ti	0.764243	0.394721
Snora33	0.95036	0.394721
Nus1	0.362236	0.394675
Ap3d1	-0.243632	0.394132
RP23-317L18.4	-0.826765	0.394082
Znrf2	0.230256	0.394082
Zfp664	0.342053	0.394082
Gm26667	-0.584314	0.393516
Dcdc2b	-0.999984	0.391424
Adprm	-0.321466	0.390743
Ankrd24	-0.838799	0.390499
Hsd17b7	0.29751	0.389483
Ypel5	-0.249839	0.389441
Kcnip3	-0.916235	0.388768
Gm12216	-0.515365	0.388768
D630039A03Rik	-0.460399	0.388768
Rasa4	-0.316617	0.388768
Ctdsp1	-0.300771	0.388768
Hopx	0.615334	0.388768
Angptl6	0.557221	0.388597
Sptlc2	-0.227617	0.388519
Aes	-0.210401	0.388519
Lin52	-0.629808	0.387807
Tmx3	0.299246	0.387807
D19Bwg1357e	0.38848	0.387807
Gar1	0.664074	0.387619
P2rx3	-0.782696	0.387336
Fancf	0.694008	0.386991
3830403N18Rik	-1.010434	0.386896
Fam212b	-0.761399	0.386896
Meis1	-0.366222	0.386896
Rps6kl1	-0.977476	0.386866
Gm15381	0.965017	0.386807
Acp5	-0.304268	0.385912
Fam134a	-0.268296	0.385907
Htatsf1	0.353337	0.385498
Sidt1	0.554584	0.385337
Rab37	-0.783738	0.385261
Sf3b3	0.267899	0.385261
Rit1	-0.29317	0.384574
Gm15498	-0.569142	0.384543
Fer1l4	-0.831433	0.383882
Dmc1	-0.790092	0.383882
Pde11a	-0.499292	0.383882
4632428N05Rik	-0.314097	0.383882
Ercc6l2	0.400692	0.383099
Vrk3	-0.314748	0.382744
Ctnnb1	-0.183467	0.382744
Pum1	0.179254	0.382744
Erh	0.755254	0.382744
Trip10	0.864368	0.382744
Kcng1	-0.93114	0.382489
Kif16b	0.547516	0.382489
Txndc15	-0.254825	0.382345
Tnfrsf10b	0.677148	0.382321
Tcp11l2	-0.497449	0.381534
Vamp4	-0.322777	0.381534
Gmps	0.37159	0.381534
Klc4	-0.211714	0.381401
Ptprr	-0.36366	0.38136
Btbd3	0.413923	0.381114
Kti12	0.616664	0.381114
Themis2	-0.776167	0.380962
Mpz	-0.819817	0.380175
Lmnb2	-0.312651	0.380175
Gpr133	-0.297697	0.380175
Ybx1	0.24385	0.380175
Tmc5	-0.267085	0.380096
Mbd6	-0.32817	0.379889
Pank3	0.255979	0.379889
Mcts2	0.500764	0.379889
RP23-397E2.4	-0.75016	0.379528
RP23-172P6.1	-0.580306	0.379528
Arhgdib	-0.495642	0.379528
Slc25a12	-0.314478	0.379528
2700089E24Rik	0.307589	0.379528
Gm12183	0.731171	0.379528
Btk	-0.840483	0.37932
Nod1	-0.54386	0.37932
Bmp1	-0.369462	0.37932
Slc2a4	-0.341476	0.37932
Canx	0.167409	0.37932
Srsf2	0.215596	0.37932
Mrpl42	0.233418	0.37932
Pfn1	0.944967	0.37932
Efnb3	0.950618	0.37932
Dctd	0.983104	0.37932
Abcb4	-0.959744	0.378689
Fam83f	-0.43765	0.378689
Coro1c	-0.215203	0.378689
Myo9a	0.329422	0.377886
Peo1	-0.627077	0.377427
Pde4a	-0.430134	0.377427
Htt	0.257079	0.377427
Ltc4s	-0.764566	0.37718
Kremen1	0.647021	0.376748
Ino80c	-0.281738	0.376549
Fblim1	0.205024	0.376379
Spag8	-0.943408	0.376069
Nxnl1	-0.826467	0.376069
Pskh1	-0.328873	0.376069
Gm5148	-0.87969	0.376025
4930583K01Rik	-0.708839	0.376025
Tff3	-0.239704	0.376025
Nifk	0.341069	0.376025
Egln1	0.341446	0.376025
Bmp3	0.402744	0.376025
Smpd4	0.436917	0.376025
Gm27003	-0.850158	0.376005
Gm14513	-1.089491	0.373782
RP23-20I9.1	-0.877981	0.37304
Gm8292	-0.599697	0.37304
Zfp512	-0.316621	0.37304
Hadh	-0.284134	0.37304
Gm20721	-0.890632	0.373031
Rpl7a-ps5	-0.76908	0.372635
Prrg4	0.939219	0.372552
Sms	-0.368964	0.372015
Stox2	0.35124	0.372015
Klk1b5	-0.916102	0.371785
Tmem106c	-0.443454	0.371785
Pla2g12b	-0.305533	0.371785
Crebrf	-0.268753	0.371785
Dcaf12	-0.255066	0.371785
Xrn2	0.203388	0.371785
Usp1	0.217202	0.371785
Rpl19	0.41269	0.371785
Naaladl1	0.551739	0.371785
Rgs13	0.592033	0.371785
Parpbp	0.7731	0.37049
Rps11-ps1	-1.017163	0.370359
Impad1	0.22494	0.370359
Mrps34	0.285078	0.370359
9830147E19Rik	-0.758112	0.369692
Ctsa	-0.215415	0.369672
Eea1	0.214856	0.369223
Fam193b	-0.264487	0.368813
2310047D07Rik	-0.571505	0.36847
Spink8	-0.743779	0.367807
Ppp1r16a	-0.398465	0.3672
Raph1	0.176372	0.3672
Eny2	0.266802	0.3672
Slc7a11	0.635857	0.367036
Rpl17-ps4	0.963276	0.36674
Smagp	-0.237049	0.366361
Rsl24d1	0.424808	0.366361
Fgf12	-0.85673	0.365319
Mink1	-0.561745	0.364857
Mob1b	0.311515	0.364655
Id4	0.730698	0.364655
Ppp1r3c	-0.490459	0.364635
Cnih4	0.207388	0.364635
Dph6	0.383334	0.364635
Dll1	0.666774	0.364635
Armc7	0.841547	0.364635
5033403F01Rik	-0.957896	0.363476
B4galnt4	-0.945658	0.363476
Gm29462	-0.827284	0.363476
Bmper	-0.802483	0.363476
Apol8	-0.708661	0.363476
Vwc2l	-0.58216	0.363476
Cnksr1	-0.357148	0.363476
Cyba	-0.272095	0.363476
Aurkaip1	-0.196314	0.363476
Gmeb2	0.383808	0.363476
Rffl	0.577877	0.363476
Gm14843	-0.927985	0.363164
Csmd2	-0.712938	0.363164
G6pdx	-0.35877	0.363164
U90926	-0.695811	0.362822
Npb	-0.857518	0.362146
Ccdc102a	-0.451255	0.362146
Eed	0.322445	0.362146
Vstm2l	0.658944	0.362146
Zfp865	-0.638842	0.361732
4932438H23Rik	-0.810819	0.361282
Arrdc3	0.473885	0.361207
Gm14733	-0.705946	0.360835
Gbp3	0.572938	0.360458
Gm4149	-0.795503	0.360087
Gm20621	-0.991165	0.359079
Myo5b	-0.201251	0.359079
2-Sep	0.295456	0.359079
RP23-73N8.4	0.889488	0.359079
Slc22a2	-0.576605	0.357573
Plin3	-0.245661	0.357573
