ACCESSION,DESCRIPTION,NORM_INTENSITY_1,NORM_INTENSITY_2,NORM_INTENSITY_3,NORM_INTENSITY_4,NORM_INTENSITY_5,NORM_INTENSITY_6,NORM_INTENSITY_7,NORM_INTENSITY_8,NORM_INTENSITY_9,NORM_INTENSITY_10,NORM_INTENSITY_11,NORM_INTENSITY_12,NORM_INTENSITY_13,NORM_INTENSITY_14,NORM_INTENSITY_15,NORM_INTENSITY_16,NORM_INTENSITY_17
I7HLV2,60S ribosomal protein L10 (Fragment) OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=1 ,268582807,158915573,182616357,295185014,170719088,51720435,144262084,132416513,156853481,184491641,44293509,247021364,53953254,92243922,115775915,47198898,368341736
Q99JW2,Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1 ,83857558,100434270,1832730200,2504984059,1680642211,1117210296,2430589646,4628442269,1646116005,178365918,620496006,280772663,190291599,333098596,537180669,249380757,360351351
Q5XJY5,Coatomer subunit delta OS=Mus musculus OX=10090 GN=Arcn1 PE=1 SV=2 ,468776692,47947086,34883008,211599466,261680701,41849977,267293337,61262034,232312530,151207992,51715402,28998581,316001801,82104155,237887952,339729906,423413552
Q8K1N2,Pleckstrin homology-like domain family B member 2 OS=Mus musculus OX=10090 GN=Phldb2 PE=1 SV=2 ,52006334,136057327,19767137,11441274,283194952,107460796,201116636,23560655,380811721,69883837,2667946,69404859,89777074,2612250,3435334,117014564,109866352
Q00612,Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3 ,115323152,150639561,139589103,108980368,184280875,92377285,123264535,136194232,95514546,118879422,118764135,91505627,161150712,412619963,188131397,129983715,231257122
A0A0A6YWB9,Neprilysin (Fragment) OS=Mus musculus OX=10090 GN=Mme PE=1 SV=1 ,36259073,37471501,48237493,19036451,108617762,24766560,34820632,88168856,11582788,68280365,156390139,43445357,140614551,41914866,64202544,109939648,71980955
A0A0G2JFK7,Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=1 ,16692284,10880975,21484117,7418874,12055766,17800978,12007792,17005714,10659158,26812829,15842847,12033311,9338103,15407492,22083453,6584086,18466334
Q9DBD0,Inhibitor of carbonic anhydrase OS=Mus musculus OX=10090 GN=Ica PE=1 SV=1 ,134577482,108736912,78075292,69847937,172355401,88821967,148730956,243211822,111162357,125163497,129631505,102748920,152904103,298352428,51521014,64917286,90758675
P62492,Ras-related protein Rab-11A OS=Mus musculus OX=10090 GN=Rab11a PE=1 SV=3 ,58015912,56439261,32371696,152425305,293402194,192101262,216371152,789172489,204204136,256090424,524566394,138834471,698928269,1170897606,557125120,496812330,311349880
Q3TR54,Gasdermin-C4 OS=Mus musculus OX=10090 GN=Gsdmc4 PE=2 SV=2 ,12982271,1686635,6713923,3373735,7166764,3281658,10688321,5829190,7485327,3773277,113218836,17984338,290482585,138425416,525824679,424463907,5301641
Q8C0D4,Rho GTPase-activating protein 12 OS=Mus musculus OX=10090 GN=Arhgap12 PE=1 SV=2 ,17100132,26542049,10355096,10435910,15848987,11203380,11626987,10310480,8348479,10293928,18382526,7631608,94667649,48709948,70781731,55260552,8205473
Q9D5J6,Sedoheptulokinase OS=Mus musculus OX=10090 GN=Shpk PE=1 SV=1 ,48840195,14145340,7089784,9606806,20036151,7375672,19882296,18219711,31461212,20404072,39985920,20277643,27737265,50659937,52395227,49460130,18127029
A0A1W2P7T1,"ATP-dependent 6-phosphofructokinase, liver type (Fragment) OS=Mus musculus OX=10090 GN=Pfkl PE=1 SV=1 ",19736459,5270768,20439339,8097605,40374777,13689062,29187072,16707061,4347138,6881376,20475794,13523896,1363424,10750860,3873773,2562515,16795079
E9Q6F4,Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=1 ,156446743,98838277,162025450,110707247,215231580,179663574,245540661,61285256,210466637,74940102,212234999,147235384,139245000,193858586,170969199,134580124,122510626
Q8K1M3,"Protein kinase, cAMP dependent regulatory, type II alpha OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=1 ",17052744,13841697,12207517,16557317,12805225,9592303,11723423,8353917,9631145,8630668,242941546,10481498,69392210,98098859,380164498,76240618,10319147
Q9CZV2,Shieldin complex subunit 3 OS=Mus musculus OX=10090 GN=Shld3 PE=2 SV=2 ,34955804,8598994,23580629,14651202,56712968,16427004,23467119,9863145,26157640,11718839,85437085,10546587,65179767,13314173,14396717,16300272,21678564
Q8VHX6,Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3 ,190930112,122688762,201039361,180203721,204563905,160633064,251497349,89814923,120254077,90473469,108151477,97868012,150723815,166519308,190998604,142741728,138148651
F6X479,Angiotensin-converting enzyme (Fragment) OS=Mus musculus OX=10090 GN=Ace2 PE=1 SV=2 ,49909667,258067545,56945014,254375904,79708771,185425552,132139868,57226305,260623360,43361427,99051734,60837455,74719364,29706590,129418530,156933479,39092742
A0A0A6YWA9,Guanine nucleotide-binding protein G(i) subunit alpha-2 (Fragment) OS=Mus musculus OX=10090 GN=Gnai2 PE=1 SV=1 ,6798611,14903245,9917205,12312735,55040650,10947002,27391202,4302740,26331650,3671950,100821,11616907,1659507,123884,541109,1944727,30248306
P62484,Abl interactor 2 OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=1 ,6975857,8413830,5974598,8732611,12211679,6839047,633618,578252,7484679,25897598,3590404,21510635,4614267,5552674,8777434,16805180,24364253
A0A3Q4EI12,Ras-related protein Rab-18 OS=Mus musculus OX=10090 GN=Rab18 PE=1 SV=1 ,1458742,3128016,4860608,9438642,8517171,5564023,5193586,1915242,6126321,10509276,7915624,12037638,12450745,8315156,16359472,17218105,235216
A0A1Y7VLY5,Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1 ,20212925,20492234,30043967,9600293,13636572,11448669,15061041,17132131,20044077,13576718,37107739,19115560,13268963,6101064,11159370,10846440,18707826
F6Q3K8,Mannose-6-phosphate isomerase (Fragment) OS=Mus musculus OX=10090 GN=Mpi PE=1 SV=1 ,41293956,31172223,16029283,12030528,12836499,14430492,13263005,5256475,9302820,19265727,1622525,19261527,16418568,3650567,7911435,15494007,27719498
A2A547,Ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1 ,32734307,31575945,38881406,39301431,63193136,51938598,109955351,37799762,40876576,43579714,6302321,40177429,7302567,31803484,37235242,23099965,32267602
Q9CZU6,"Citrate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Cs PE=1 SV=1 ",136041772,45195101,111324223,235863400,273818571,115430855,119654934,634213634,89550649,270564786,103233353,83565252,534939205,190268833,195437349,156448736,204991957
Q6PGI2,Dcx protein OS=Mus musculus OX=10090 GN=Dcx PE=1 SV=1 ,11900653,17855727,12107204,13577553,26828847,5530567,3159674,13026420,34657411,10836031,24905492,15726501,141069149,89760498,31986355,23609075,9731312
Q8CCH7,Zinc finger protein ZFPM2 OS=Mus musculus OX=10090 GN=Zfpm2 PE=1 SV=2 ,10084505,11778555,11987677,14650357,28398951,4655738,9035984,8019525,6444287,7930918,9732540,11591038,105834,9182643,3296183,7166297,13120295
P16627,Heat shock 70 kDa protein 1-like OS=Mus musculus OX=10090 GN=Hspa1l PE=1 SV=4 ,603558829,737080238,526097693,616341379,244106766,745178540,331832476,419642038,325214982,731711100,583218307,563252337,211625324,212256351,151567839,188688919,408575956
P17710,Hexokinase-1 OS=Mus musculus OX=10090 GN=Hk1 PE=1 SV=3 ,100633891,86625252,93574840,60371740,164362990,95142960,235022552,286957914,88895579,124012755,633010585,125517399,724860849,78873728,57907071,339670760,169951401
B1ASZ3,Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=1 ,100544163,63485048,19799398,92444616,123321474,60948656,114133513,39977086,109685053,128791030,41696475,71180000,45931839,51856599,135890465,127196384,94993027
A0A0N4SVM0,F-actin-capping protein subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Capza2 PE=1 SV=1 ,90064645,103846243,104291029,93251139,109186354,135875873,50423740,80178692,43374633,128249761,82378006,95679621,83940754,130650365,96337284,57504496,69513898
Q8CCH2,NHL repeat-containing protein 3 OS=Mus musculus OX=10090 GN=Nhlrc3 PE=1 SV=1 ,29722617,28519078,25361332,74756147,77017642,64527473,95665077,31783591,107531910,75778203,18360323,90146260,66644386,25203974,68550457,46179829,29661739
P05784,"Keratin, type I cytoskeletal 18 OS=Mus musculus OX=10090 GN=Krt18 PE=1 SV=5 ",221719214,2390592723,275079328,2364898216,472580856,157320067,536261076,996863801,690113687,147312874,350438293,3575462849,389263255,195984705,225082256,304008966,310736652
A0A286YDM3,Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 ,49108484,13108139,50671524,58436642,46871100,77541703,19774651,88404997,46144410,29175391,110282805,15939748,16455580,39783899,125473165,51289864,42948825
O09167,60S ribosomal protein L21 OS=Mus musculus OX=10090 GN=Rpl21 PE=1 SV=3 ,70991798,52152241,116029791,78078864,102781142,45608072,17074137,67059079,45019412,57315334,339796513,38226129,133388930,116275654,95633981,115672396,80747129
J3QP71,Basigin (Fragment) OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=1 ,15722111,2781269,117166,76336,5731214,734628,2103678,1146068,8552412,1727811,15049654,2618611,5149192,3653212,3934681,8099728,3728884
P15532,Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1 ,267461872,191907399,258426056,240017978,123283165,195587761,154064338,236123473,134775383,209258069,98758711,258854980,539607684,836261866,695616759,580015450,210010684
F6TIL5,von Willebrand factor A domain-containing protein 5A (Fragment) OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=1 ,127224514,54044116,120109362,43926519,42218837,6360105,21145967,96507407,28045482,59993268,1271040,46854690,35084341,63699942,11348214,25659398,85469715
Q99K51,Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3 ,232834949,263146331,265345128,199902143,182305489,249203002,121207676,143111303,117541309,254057731,83490037,225619148,162897003,156679424,279933009,133180255,152786465
contaminant_UBIQUITIN08,no description,653407495,613046729,535839004,347214807,99080454,504965841,149992608,409989096,172260025,501815700,299233215,437449145,145998828,132475491,91164404,59450152,382764325
A0A1W2P832,Ral GTPase-activating protein subunit alpha-1 OS=Mus musculus OX=10090 GN=Ralgapa1 PE=1 SV=1 ,79713406,17858654,122559137,26146151,38531044,19500287,27814911,14247991,77890018,34656659,1263746,8969200,6712752,3774328,6752528,15579018,61056300
Q9Z0Z4,Hephaestin OS=Mus musculus OX=10090 GN=Heph PE=1 SV=3 ,58087210,43652911,39253324,35507644,72586385,33334729,56386303,36149370,49805935,37005060,38922612,68540163,108795549,51334746,53548101,102731218,71678504
D3YZM4,Methyltransferase-like 26 OS=Mus musculus OX=10090 GN=Mettl26 PE=1 SV=2 ,31950682,15521665,25491886,15288707,9964478,20700044,7744229,12467505,17330320,2755919,40035682,10672733,25598,35102469,30823612,27804,20087337
P12265,Beta-glucuronidase OS=Mus musculus OX=10090 GN=Gusb PE=1 SV=2 ,170220302,241765539,166204856,279752512,115681926,160216148,60714141,118370507,79165315,130654112,131053654,64505361,60124006,147336481,56751949,59847511,158486951
Q6GQX8,AU042671 protein (Fragment) OS=Mus musculus OX=10090 GN=Hectd4 PE=1 SV=1 ,8488864,20277421,17753485,23458501,67177313,23418254,27897243,26603998,42750055,16145591,1317908,7912813,1828680,2507232,4353524,1272272,12230165
Q8K1K2,26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1 ,18497211,42798351,38279422,49360086,85675869,11510379,39270572,51116910,47788254,66762570,168914127,43350041,114785421,116625196,46119238,112311790,39203785
contaminant_UBIQUITIN02,no description,128742724,234176539,209650066,265850770,98904214,297552828,140000274,117213462,217259976,275948337,399566670,223772056,233358175,478220705,401931650,478078566,249986472
A0A0N4SVL0,Eukaryotic translation initiation factor 4 gamma 3 OS=Mus musculus OX=10090 GN=Eif4g3 PE=1 SV=1 ,2234691,2149232,989067,1688866,2114021,1440709,3155817,2799020,2467210,2039799,2453978,3063529,15603047,6175211,7293756,12560510,4322467
A0A0R4IZY0,Thimet oligopeptidase OS=Mus musculus OX=10090 GN=Thop1 PE=1 SV=1 ,17505786,13401868,18655788,7680963,36150871,12535475,31864834,7884047,46012818,20593387,8976940,16660017,63757734,56080389,122075302,289955740,42782192
O09159,Lysosomal alpha-mannosidase OS=Mus musculus OX=10090 GN=Man2b1 PE=1 SV=4 ,82690270,52317928,258375068,527239842,103228148,55808337,321908748,112671978,347249734,114435930,24247316,161483191,80399878,69204278,99954148,108329736,111940293
A2AH85,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1 ,48753031,40239880,98147200,108127758,27654714,50938904,16247187,47736511,46483180,34831523,40948400,28064769,2645372,85972553,18290715,13041503,33848061
Q8CJ40,Rootletin OS=Mus musculus OX=10090 GN=Crocc PE=1 SV=2 ,52840413,104185464,44146445,59652212,124978456,83274625,78843132,126610662,42938989,69949355,69870522,59786641,126082563,52561391,129351213,103451396,50700505
P14438,"H-2 class II histocompatibility antigen, A-U alpha chain (Fragment) OS=Mus musculus OX=10090 GN=H2-Aa PE=1 SV=1 ",36090976,62958159,16614535,13074754,34132642,37133633,67287143,8399617,42269378,17389985,50294253,14800257,84812710,56931888,118503222,84733156,22823690
Q9R016,Baculoviral IAP repeat-containing protein 1e OS=Mus musculus OX=10090 GN=Naip5 PE=1 SV=3 ,26701326,34414568,13694401,39790243,81034678,13615034,39765317,32571723,61355931,60916569,15650631,66468664,26659189,33100248,3937859,439287576,40576762
P14434,"H-2 class II histocompatibility antigen, A-B alpha chain OS=Mus musculus OX=10090 GN=H2-Aa PE=1 SV=2 ",36090976,62958159,16614535,13074754,34132642,37133633,67287143,8399617,42269378,17389985,50294253,14800257,84812710,56931888,118503222,84733156,22823690
F6QYT9,Kalirin (Fragment) OS=Mus musculus OX=10090 GN=Kalrn PE=1 SV=1 ,15868405,15006394,19714372,22158667,42133198,13849850,7303271,99266985,29497360,49791766,14197002,38352214,297318,3575891,13578083,27795662,34241985
A0A140LIZ5,26S proteasome regulatory subunit 6B OS=Mus musculus OX=10090 GN=Psmc4 PE=1 SV=1 ,10640530,24844819,7016309,20893840,18970975,31026820,23671490,18485503,19661806,15400985,29676440,25317276,10624252,14314731,16748168,17368371,15924218
A0A1W2P7Q9,Myosin light polypeptide 6 OS=Mus musculus OX=10090 GN=Myl6 PE=1 SV=1 ,91753452,167985998,74768084,67081942,32318152,48306653,46202804,63208750,50144209,104959109,15023464,97486510,9622160,22834664,32804710,39931565,62001258
P14430,"H-2 class I histocompatibility antigen, Q8 alpha chain OS=Mus musculus OX=10090 GN=H2-Q8 PE=3 SV=1 ",14471076,14493833,14048085,8444934,3734109,11514112,2670436,3897156,1206669,13818842,11402232,2684424,2115990,7229718,6095748,3290630,5661088
A0A1W2P828,T-complex protein 1 subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=1 ,8604720,1738861,6143767,448160,2891039,3041609,4594746,5132374,627760,343758,189181193,478926,166430059,123237529,14971582,290831019,7257286
Q9Z0Y2,Phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g1b PE=1 SV=1 ,90362501,84180507,178825573,73944308,162542005,70172038,48419284,277833768,33521042,73887346,112125571,59447061,29513675,89075460,89808301,121612712,139914544
Q3UF75,Alpha-parvin OS=Mus musculus OX=10090 GN=Parva PE=1 SV=1 ,328165,17249777,38302137,3815297,59254051,25661860,22337116,3346388,52933653,13420936,15122,14499201,5231245,186821,201531,2272277,11442603
A0A0R4IZX6,AP-1 complex subunit mu-2 OS=Mus musculus OX=10090 GN=Ap1m2 PE=1 SV=1 ,4057584,9205020,5067778,6112785,6461527,6653289,1371227,12402887,8776728,55914619,20761881,3917968,54168019,17476185,14296512,98879751,103448666
Q6ZPZ3,Zinc finger CCCH domain-containing protein 4 OS=Mus musculus OX=10090 GN=Zc3h4 PE=1 SV=2 ,10831852,8766327,6458200,6412426,109657776,10211181,14141718,5822071,22177445,8274647,17802443,12502377,12796996,338961463,15422076,15146033,7612696
A2A4Q0,60S ribosomal protein L27 (Fragment) OS=Mus musculus OX=10090 GN=Rpl27 PE=1 SV=1 ,40885027,31105452,15541080,17121124,24193924,11898447,17024463,20482946,22163628,23609250,29129460,15301617,79038752,56399760,95792416,196330458,30588795
G8JL76,"Inorganic pyrophosphatase 2, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Ppa2 PE=1 SV=1 ",174511344,53938727,49154061,82099852,125902612,58620102,50356950,14380469,96129590,84870034,25536756,141631771,73444759,49193040,29140296,108227423,71702145
D3YZL0,Alpha-1-antitrypsin 1-1 (Fragment) OS=Mus musculus OX=10090 GN=Serpina1a PE=3 SV=1 ,91287448,48641109,98689667,107813673,73634667,130797648,95257027,266344470,52849481,105586896,76371703,147124091,113638447,168232594,144264220,126488808,153156295
Q9CZS1,"Aldehyde dehydrogenase X, mitochondrial OS=Mus musculus OX=10090 GN=Aldh1b1 PE=1 SV=1 ",196351748,222945938,521087935,553982657,643756029,202138224,525287838,153374595,545836426,338296137,4802715812,200792366,585749694,741643208,281289048,817136018,420748082
B1AT92,Growth factor receptor-bound protein 2 OS=Mus musculus OX=10090 GN=Grb2 PE=1 SV=1 ,56222609,55462473,25697317,51227615,163543202,15988937,17696211,92060273,30868828,50471309,20858715,72359111,32849959,31804890,55148684,42044794,53685597
J3QP56,Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1 ,59677730,44156296,123279185,53038609,46154689,133061527,61796234,92058828,43025634,49931893,67836612,31499624,22414651,54128302,44754160,29481362,68379711
P14429,"H-2 class I histocompatibility antigen, Q7 alpha chain OS=Mus musculus OX=10090 GN=H2-Q7 PE=1 SV=1 ",14471076,14493833,14048085,8444934,3734109,11514112,2670436,3897156,1206669,13818842,11402232,2684424,2115990,7229718,6095748,3290630,5661088
L7N239,Immunoglobulin kappa chain variable 4-71 OS=Mus musculus OX=10090 GN=Igkv4-71 PE=4 SV=1 ,27001712,4568610,16304083,16951090,38092717,13759821,11108168,53984437,79836714,14144658,24327475,28756781,197879844,32906697,157149095,81391350,5197347
P14428,"H-2 class I histocompatibility antigen, K-Q alpha chain (Fragment) OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1 ",17646847,20990497,14048085,8444934,6651266,15877598,7230101,7368250,1206669,16181036,19306546,9782963,6448590,10589442,6248353,14904894,9665490
P14427,"H-2 class I histocompatibility antigen, D-P alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=1 ",11752748,18109679,6036189,24478836,6012988,3171730,11218085,34525491,6730410,32957407,7861618,8758115,4999689,2576870,2391924,3503712,19434128
Q3TQP6,Malic enzyme OS=Mus musculus OX=10090 GN=Me1 PE=1 SV=1 ,57242106,28461021,42464625,88955575,32815678,40374248,32357006,25584599,25803809,31482448,19511703,65808061,13904578,45844827,34313891,27353143,33672632
P14426,"H-2 class I histocompatibility antigen, D-K alpha chain OS=Mus musculus OX=10090 GN=H2-D1 PE=1 SV=1 ",25641954,19488297,16315804,12173533,39542461,17404504,4126703,5608022,1974921,16906377,11988162,71799165,11630391,9965153,17103754,14431347,12385875
A0A087WSG8,Mucin-2 (Fragment) OS=Mus musculus OX=10090 GN=Muc2 PE=1 SV=1 ,959877923,1002848916,826554051,1046776465,1623049210,804378558,1414069332,1359316281,899483723,1148508640,1804892051,1113539645,1871287370,1860121197,2346988147,1653949674,874742569
Q91VB8,Alpha globin 1 OS=Mus musculus OX=10090 GN=Hba-a1 PE=1 SV=1 ,12504660204,4671258209,21497071310,1971352026,10102040222,4736432051,5251794601,12116091221,4008896822,10077175303,747207539,1086501308,3330278073,4457547460,1764178601,4846949039,21243435067
Q62188,Dihydropyrimidinase-related protein 3 OS=Mus musculus OX=10090 GN=Dpysl3 PE=1 SV=1 ,21717388,29068946,28627620,24136172,55631384,9364716,36577319,5914920,35082133,41212162,16235162,49003614,40238171,21554942,65373952,17474736,21093456
